"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] TitleComparator record1Value","[0] TitleComparator record2Value","[0] TitleComparator record1PreprocessedValue","[0] TitleComparator record2PreprocessedValue","[0] TitleComparator similarity","[0] TitleComparator postproccesedSimilarity","[1] PlatformComparatorAdvanced record1Value","[1] PlatformComparatorAdvanced record2Value","[1] PlatformComparatorAdvanced record1PreprocessedValue","[1] PlatformComparatorAdvanced record2PreprocessedValue","[1] PlatformComparatorAdvanced similarity","[1] PlatformComparatorAdvanced postproccesedSimilarity","[2] PublisherComparator record1Value","[2] PublisherComparator record2Value","[2] PublisherComparator record1PreprocessedValue","[2] PublisherComparator record2PreprocessedValue","[2] PublisherComparator similarity","[2] PublisherComparator postproccesedSimilarity","[3] PubDateComparator record1Value","[3] PubDateComparator record2Value","[3] PubDateComparator record1PreprocessedValue","[3] PubDateComparator record2PreprocessedValue","[3] PubDateComparator similarity","[3] PubDateComparator postproccesedSimilarity"
"WekaMatchingRule","steam_games_33739","vg_sales_15135","0.003386814264146092",,"HOLONGLIDE","Homeworld","HOLONGLIDE","Homeworld","0.0","0.0","windows","PC","windows","PC","1.0","1.0","divisivesoftware","Vivendi Games","divisivesoftware","Vivendi Games","0.640491452991453","0.640491452991453","2018-01-01T00:00","1998-01-01T00:00","2018-01-01T00:00","1998-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_1587","vg_sales_13230","0.003386814264146092",,"Stacking","StarCraft","Stacking","StarCraft","0.0","0.0","mac","PC","mac","PC","1.0","1.0","Double Fine Productions","Activision","Double Fine Productions","Activision","0.0","0.0","2012-01-01T00:00","1998-01-01T00:00","2012-01-01T00:00","1998-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_16692","vg_sales_7727","0.003386814264146092",,"The Shrouded Isle","Shutter Island","The Shrouded Isle","Shutter Island","0.0","0.0","mac","PC","mac","PC","1.0","1.0","Kitfox Games","Merscom LLC","Kitfox Games","Merscom LLC","0.39646464646464646","0.39646464646464646","2017-01-01T00:00","2009-01-01T00:00","2017-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_26064","vg_sales_654","0.003386814264146092",,"Monsteria","Monopoly","Monsteria","Monopoly","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Sharkbird","Hasbro Interactive","Sharkbird","Hasbro Interactive","0.626984126984127","0.626984126984127","2017-01-01T00:00","1994-01-01T00:00","2017-01-01T00:00","1994-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_18752","vg_sales_14396","0.003386814264146092",,"Racecar.io","Ratatouille","Racecar.io","Ratatouille","0.0","0.0","mac","PC","mac","PC","1.0","1.0","KasSanity","THQ","KasSanity","THQ","0.0","0.0","2016-01-01T00:00","2007-01-01T00:00","2016-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_14286","vg_sales_16400","0.030679747536724686",,"Tenrow","The Technomancer","Tenrow","The Technomancer","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Cleverweek","Focus Home Interactive","Cleverweek","Focus Home Interactive","0.0","0.0","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_4616","vg_sales_7745",,"1","Metro: Last Light Redux","Metro: Last Light","Metro: Last Light Redux","Metro: Last Light","1.0","1.0","windows","PC","windows","PC","1.0","1.0","Deep Silver","Deep Silver","Deep Silver","Deep Silver","1.0","1.0","2014-01-01T00:00","2013-01-01T00:00","2014-01-01T00:00","2013-01-01T00:00","0.5","0.5"
"WekaMatchingRule","steam_games_25662","vg_sales_14974","0.003386814264146092",,"Descenders","Demigod","Descenders","Demigod","0.0","0.0","mac","PC","mac","PC","1.0","1.0","No More Robots","Atari","No More Robots","Atari","0.4238095238095238","0.4238095238095238","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_11033","vg_sales_654","0.003386814264146092",,"Motorhead","Monopoly","Motorhead","Monopoly","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Console Classics","Hasbro Interactive","Console Classics","Hasbro Interactive","0.5231481481481481","0.5231481481481481","2015-01-01T00:00","1994-01-01T00:00","2015-01-01T00:00","1994-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_34591","vg_sales_6253","0.07321175239908242",,"R.O.V.E.R.","R.U.S.E.","R.O.V.E.R.","R.U.S.E.","0.5","0.5","windows","PC","windows","PC","1.0","1.0","SoerGame","Ubisoft","SoerGame","Ubisoft","0.5119047619047619","0.5119047619047619","2018-01-01T00:00","2010-01-01T00:00","2018-01-01T00:00","2010-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_36589","vg_sales_8617","0.003386814264146092",,"Burndown","Bulletstorm","Burndown","Bulletstorm","0.0","0.0","windows","PC","windows","PC","1.0","1.0","BigBro Games","Electronic Arts","BigBro Games","Electronic Arts","0.0","0.0","2019-01-01T00:00","2011-01-01T00:00","2019-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_9859","vg_sales_12900","0.9447585258738367","1","DARK SOULS™ III","Dark Souls III","DARK SOULS™ III","Dark Souls III","1.0","1.0","windows","PC","windows","PC","1.0","1.0","FromSoftware, Inc.;BANDAI NAMCO Entertainment","Namco Bandai Games","FromSoftware, Inc.;BANDAI NAMCO Entertainment","Namco Bandai Games","0.0","0.0","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_622","vg_sales_14220","0.9447585258738367","1","Call of Juarez®: Bound in Blood","Call of Juarez: Bound in Blood","Call of Juarez®: Bound in Blood","Call of Juarez: Bound in Blood","1.0","1.0","windows","PC","windows","PC","1.0","1.0","Ubisoft","Ubisoft","Ubisoft","Ubisoft","1.0","1.0","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_4617","vg_sales_7745",,"1","Metro: Last Light Redux","Metro: Last Light","Metro: Last Light Redux","Metro: Last Light","1.0","1.0","mac","PC","mac","PC","1.0","1.0","Deep Silver","Deep Silver","Deep Silver","Deep Silver","1.0","1.0","2014-01-01T00:00","2013-01-01T00:00","2014-01-01T00:00","2013-01-01T00:00","0.5","0.5"
"WekaMatchingRule","steam_games_474","vg_sales_13307","0.6474238785494457","1","Silent Hunter®: Wolves of the Pacific","Silent Hunter: Wolves of the Pacific","Silent Hunter®: Wolves of the Pacific","Silent Hunter: Wolves of the Pacific","1.0","1.0","windows","PC","windows","PC","1.0","1.0","Ubisoft","Ubisoft","Ubisoft","Ubisoft","1.0","1.0","2009-01-01T00:00","2007-01-01T00:00","2009-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_10483","vg_sales_14702","0.003386814264146092",,"Macabre","Magicka","Macabre","Magicka","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Cornbread Juice Games","Paradox Interactive","Cornbread Juice Games","Paradox Interactive","0.5954469507101087","0.5954469507101087","2015-01-01T00:00","2011-01-01T00:00","2015-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_36095","vg_sales_15292","0.003386814264146092",,"STONE","Stormrise","STONE","Stormrise","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Convict Games","Sega","Convict Games","Sega","0.0","0.0","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_24094","vg_sales_1160","0.003386814264146092",,"DinoBlaster","Diablo","DinoBlaster","Diablo","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Casey Labrack","Activision","Casey Labrack","Activision","0.3991452991452991","0.3991452991452991","2018-01-01T00:00","1996-01-01T00:00","2018-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_9980","vg_sales_15455","0.003386814264146092",,"Viridi","Vietcong","Viridi","Vietcong","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Ice Water Games","Gathering of Developers","Ice Water Games","Gathering of Developers","0.0","0.0","2015-01-01T00:00","2003-01-01T00:00","2015-01-01T00:00","2003-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_25533","vg_sales_11471",,"0","SAS: Zombie Assault 4","Prey the Stars","SAS: Zombie Assault 4","Prey the Stars","0.0","0.0","windows","DS","windows","DS","0.0","0.0","Ninja Kiwi","Tecmo Koei","Ninja Kiwi","Tecmo Koei","0.5333333333333333","0.5333333333333333","2017-01-01T00:00","2008-01-01T00:00","2017-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_3283","vg_sales_16345",,"0","Cities: Skylines","Cities: Skylines Snowfall","Cities: Skylines","Cities: Skylines Snowfall","1.0","1.0","windows","PC","windows","PC","1.0","1.0","Paradox Interactive","Paradox Development","Paradox Interactive","Paradox Development","0.842914979757085","0.842914979757085","2015-01-01T00:00","2016-01-01T00:00","2015-01-01T00:00","2016-01-01T00:00","0.5","0.5"
"WekaMatchingRule","steam_games_245","vg_sales_15095","0.003386814264146092",,"The Dig®","DiRT","The Dig®","DiRT","0.0","0.0","mac","PC","mac","PC","1.0","1.0","LucasArts","Codemasters","LucasArts","Codemasters","0.6818181818181818","0.6818181818181818","2009-01-01T00:00","2007-01-01T00:00","2009-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_37156","vg_sales_15252","0.003386814264146092",,"Pantheon","Painkiller","Pantheon","Painkiller","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Interdimensional Designs","DreamCatcher Interactive","Interdimensional Designs","DreamCatcher Interactive","0.5277777777777778","0.5277777777777778","2018-01-01T00:00","2004-01-01T00:00","2018-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_15152","vg_sales_8444","0.003386814264146092",,"Wicce","Wildstar","Wicce","Wildstar","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Alpheratz*","NCSoft","Alpheratz*","NCSoft","0.0","0.0","2016-01-01T00:00","2014-01-01T00:00","2016-01-01T00:00","2014-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_1337","vg_sales_8699","0.423874407336784",,"The Darkness II","Darksiders II","The Darkness II","Darksiders II","0.5","0.5","windows","PC","windows","PC","1.0","1.0","2K","Nordic Games","2K","Nordic Games","0.0","0.0","2012-01-01T00:00","2012-01-01T00:00","2012-01-01T00:00","2012-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_2716","vg_sales_5515",,"0","Wasteland 2: Director's Cut","Cabela's Dangerous Hunts 2011","Wasteland 2: Director's Cut","Cabela's Dangerous Hunts 2011","0.2","0.2","linux","PS3","linux","PS3","0.0","0.0","inXile Entertainment","Activision","inXile Entertainment","Activision","0.48333333333333334","0.48333333333333334","2014-01-01T00:00","2010-01-01T00:00","2014-01-01T00:00","2010-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_32584","vg_sales_15870","0.07321175239908242",,"ELDR  LEGACY","Elven Legacy","ELDR  LEGACY","Elven Legacy","0.5","0.5","windows","PC","windows","PC","1.0","1.0","WJLEGAME","Paradox Interactive","WJLEGAME","Paradox Interactive","0.45175438596491224","0.45175438596491224","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_22760","vg_sales_2504",,"0","One Bullet left","Deca Sports 2","One Bullet left","Deca Sports 2","0.0","0.0","windows","Wii","windows","Wii","0.0","0.0","OxPrimeStudio","Hudson Soft","OxPrimeStudio","Hudson Soft","0.39044289044289043","0.39044289044289043","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_537","vg_sales_12704","0.9447585258738367","1","Mirror's Edge™","Mirror's Edge","Mirror's Edge™","Mirror's Edge","1.0","1.0","windows","PC","windows","PC","1.0","1.0","Electronic Arts","Electronic Arts","Electronic Arts","Electronic Arts","1.0","1.0","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_3486","vg_sales_6072","0.9447585258738367",,"Borderlands: The Pre-Sequel","Borderlands: The Pre-Sequel","Borderlands: The Pre-Sequel","Borderlands: The Pre-Sequel","1.0","1.0","linux","PC","linux","PC","1.0","1.0","2K;Aspyr (Mac);Aspyr (Linux)","Take-Two Interactive","2K;Aspyr (Mac);Aspyr (Linux)","Take-Two Interactive","0.4380952380952381","0.4380952380952381","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_8028","vg_sales_13367",,"0","Pro Basketball Manager 2016","Gitaroo Man","Pro Basketball Manager 2016","Gitaroo Man","0.0","0.0","windows","PS2","windows","PS2","0.0","0.0","Bigben Interactive","THQ","Bigben Interactive","THQ","0.0","0.0","2016-01-01T00:00","2001-01-01T00:00","2016-01-01T00:00","2001-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_19601","vg_sales_16328","0.003386814264146092",,"InfinitasDM","Inversion","InfinitasDM","Inversion","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Atom Switch, Inc.","Namco Bandai Games","Atom Switch, Inc.","Namco Bandai Games","0.5133442265795206","0.5133442265795206","2016-01-01T00:00","","2016-01-01T00:00","","0.0","0.0"
"WekaMatchingRule","steam_games_3171","vg_sales_13834","0.003386814264146092",,"MouseCraft","The Movies","MouseCraft","The Movies","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Crunching Koalas","Activision","Crunching Koalas","Activision","0.4666666666666666","0.4666666666666666","2014-01-01T00:00","2005-01-01T00:00","2014-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_5824","vg_sales_13538","0.003386814264146092",,"Sproggiwood","Split/Second","Sproggiwood","Split/Second","0.0","0.0","linux","PC","linux","PC","1.0","1.0","Freehold Games","Disney Interactive Studios","Freehold Games","Disney Interactive Studios","0.5421245421245421","0.5421245421245421","2014-01-01T00:00","2010-01-01T00:00","2014-01-01T00:00","2010-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_39972","vg_sales_15496",,"0","xMoon","Spirits and Demons: 5 Game Pack","xMoon","Spirits and Demons: 5 Game Pack","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Will Whiteneck","Focus Multimedia","Will Whiteneck","Focus Multimedia","0.42321428571428577","0.42321428571428577","2019-01-01T00:00","2015-01-01T00:00","2019-01-01T00:00","2015-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_445","vg_sales_16578","0.9447585258738367","1","Damnation","Damnation","Damnation","Damnation","1.0","1.0","windows","PC","windows","PC","1.0","1.0","Codemasters","Codemasters","Codemasters","Codemasters","1.0","1.0","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","2009-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_535","vg_sales_15463","0.9447585258738367","1","Crysis Warhead®","Crysis: Warhead","Crysis Warhead®","Crysis: Warhead","1.0","1.0","windows","PC","windows","PC","1.0","1.0","Electronic Arts","Electronic Arts","Electronic Arts","Electronic Arts","1.0","1.0","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_12231","vg_sales_14636","0.010264639697325972",,"Statues","Stellaris","Statues","Stellaris","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Room710Games","Paradox Interactive","Room710Games","Paradox Interactive","0.43128654970760233","0.43128654970760233","2015-01-01T00:00","2016-01-01T00:00","2015-01-01T00:00","2016-01-01T00:00","0.5","0.5"
"WekaMatchingRule","steam_games_40123","vg_sales_7485","0.003386814264146092",,"Destruction","Defiance","Destruction","Defiance","0.0","0.0","windows","PC","windows","PC","1.0","1.0","raccoon","Trion Worlds","raccoon","Trion Worlds","0.5515873015873015","0.5515873015873015","2019-01-01T00:00","2013-01-01T00:00","2019-01-01T00:00","2013-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_1985","vg_sales_8747","0.9447585258738367","1","Deponia","Deponia","Deponia","Deponia","1.0","1.0","windows","PC","windows","PC","1.0","1.0","Daedalic Entertainment","Daedalic","Daedalic Entertainment","Daedalic","0.8727272727272728","0.8727272727272728","2012-01-01T00:00","2012-01-01T00:00","2012-01-01T00:00","2012-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_17328","vg_sales_4690","0.003386814264146092",,"BitRay2","BioShock","BitRay2","BioShock","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Riviysky","Take-Two Interactive","Riviysky","Take-Two Interactive","0.39166666666666666","0.39166666666666666","2016-01-01T00:00","2007-01-01T00:00","2016-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_13885","vg_sales_282","0.003386814264146092",,"HACK_IT","Half-Life","HACK_IT","Half-Life","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Dan_D","Vivendi Games","Dan_D","Vivendi Games","0.517948717948718","0.517948717948718","2016-01-01T00:00","1997-01-01T00:00","2016-01-01T00:00","1997-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_2279","vg_sales_8794","0.003386814264146092",,"DARK","Darksiders","DARK","Darksiders","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Kalypso Media Digital","THQ","Kalypso Media Digital","THQ","0.0","0.0","2013-01-01T00:00","2010-01-01T00:00","2013-01-01T00:00","2010-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_3556","vg_sales_10262",,"0","Crimsonland","Nicktoons: Unite!","Crimsonland","Nicktoons: Unite!","0.0","0.0","linux","DS","linux","DS","0.0","0.0","10tons Ltd","THQ","10tons Ltd","THQ","0.0","0.0","2014-01-01T00:00","2006-01-01T00:00","2014-01-01T00:00","2006-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_10011","vg_sales_13538","0.003386814264146092",,"Splendor","Split/Second","Splendor","Split/Second","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Days of Wonder;Asmodee Digital","Disney Interactive Studios","Days of Wonder;Asmodee Digital","Disney Interactive Studios","0.6426244343891403","0.6426244343891403","2015-01-01T00:00","2010-01-01T00:00","2015-01-01T00:00","2010-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_27486","vg_sales_7485","0.003386814264146092",,"Depopulation","Defiance","Depopulation","Defiance","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Aweswan studios","Trion Worlds","Aweswan studios","Trion Worlds","0.5222222222222223","0.5222222222222223","2017-01-01T00:00","2013-01-01T00:00","2017-01-01T00:00","2013-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_2677","vg_sales_8076","0.9447585258738367","1","Dying Light","Dying Light","Dying Light","Dying Light","1.0","1.0","mac","PC","mac","PC","1.0","1.0","Techland Publishing","Warner Bros. Interactive Entertainment","Techland Publishing","Warner Bros. Interactive Entertainment","0.4590643274853801","0.4590643274853801","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_38853","vg_sales_16578","0.003386814264146092","0","Damnaze","Damnation","Damnaze","Damnation","0.0","0.0","windows","PC","windows","PC","1.0","1.0","INGO.WT","Codemasters","INGO.WT","Codemasters","0.48917748917748916","0.48917748917748916","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_19130","vg_sales_15252","0.003386814264146092",,"Pathway","Painkiller","Pathway","Painkiller","0.0","0.0","linux","PC","linux","PC","1.0","1.0","Chucklefish","DreamCatcher Interactive","Chucklefish","DreamCatcher Interactive","0.4209595959595959","0.4209595959595959","2019-01-01T00:00","2004-01-01T00:00","2019-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_17673","vg_sales_14037",,"0","Caesar™ 3","Caesar III","Caesar™ 3","Caesar III","0.5","0.5","windows","PC","windows","PC","1.0","1.0","Activision","Vivendi Games","Activision","Vivendi Games","0.0","0.0","2016-01-01T00:00","1998-01-01T00:00","2016-01-01T00:00","1998-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_10797","vg_sales_3458","0.010264639697325972",,"Tic-Toc-Tower","Titanfall","Tic-Toc-Tower","Titanfall","0.0","0.0","windows","PC","windows","PC","1.0","1.0","SOEDESCO Publishing","Electronic Arts","SOEDESCO Publishing","Electronic Arts","0.5164578111946533","0.5164578111946533","2015-01-01T00:00","2014-01-01T00:00","2015-01-01T00:00","2014-01-01T00:00","0.5","0.5"
"WekaMatchingRule","steam_games_37469","vg_sales_15798","0.003386814264146092",,"Way-z","Wall-E","Way-z","Wall-E","0.0","0.0","mac","PC","mac","PC","1.0","1.0","SIFAKA DIGITAL","THQ","SIFAKA DIGITAL","THQ","0.0","0.0","2018-01-01T00:00","2008-01-01T00:00","2018-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_542","vg_sales_3383","0.8485758989864476","1","Dead Space","Dead Space","Dead Space","Dead Space","1.0","1.0","windows","PC","windows","PC","1.0","1.0","Electronic Arts","Electronic Arts","Electronic Arts","Electronic Arts","1.0","1.0","2009-01-01T00:00","2008-01-01T00:00","2009-01-01T00:00","2008-01-01T00:00","0.5","0.5"
"WekaMatchingRule","steam_games_19662","vg_sales_13369","0.003386814264146092",,"Madness","Mafia","Madness","Mafia","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Indie Games Studio","Take-Two Interactive","Indie Games Studio","Take-Two Interactive","0.0","0.0","2016-01-01T00:00","2002-01-01T00:00","2016-01-01T00:00","2002-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_91","vg_sales_8747","0.003386814264146092",,"DEFCON","Deponia","DEFCON","Deponia","0.0","0.0","mac","PC","mac","PC","1.0","1.0","Introversion Software","Daedalic","Introversion Software","Daedalic","0.44841269841269843","0.44841269841269843","2006-01-01T00:00","2012-01-01T00:00","2006-01-01T00:00","2012-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_7952","vg_sales_2219",,"0","Rktcr","NHL 2003","Rktcr","NHL 2003","0.0","0.0","windows","PS2","windows","PS2","0.0","0.0","TCHOW","Electronic Arts","TCHOW","Electronic Arts","0.0","0.0","2015-01-01T00:00","2002-01-01T00:00","2015-01-01T00:00","2002-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_32332","vg_sales_4690","0.003386814264146092",,"Bitcoin","BioShock","Bitcoin","BioShock","0.0","0.0","windows","PC","windows","PC","1.0","1.0","RewindApp","Take-Two Interactive","RewindApp","Take-Two Interactive","0.0","0.0","2018-01-01T00:00","2007-01-01T00:00","2018-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_18781","vg_sales_547",,"0","Jewel Quest Seven Seas Collector's Edition","Assassin's Creed IV: Black Flag","Jewel Quest Seven Seas Collector's Edition","Assassin's Creed IV: Black Flag","0.16666666666666666","0.16666666666666666","windows","PS4","windows","PS4","0.0","0.0","iWin, Inc.","Ubisoft","iWin, Inc.","Ubisoft","0.4142857142857143","0.4142857142857143","2016-01-01T00:00","2013-01-01T00:00","2016-01-01T00:00","2013-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_401","vg_sales_15145","0.6474238785494457","1","Overlord™","Overlord","Overlord™","Overlord","1.0","1.0","windows","PC","windows","PC","1.0","1.0","Codemasters","Codemasters","Codemasters","Codemasters","1.0","1.0","2009-01-01T00:00","2007-01-01T00:00","2009-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_36977","vg_sales_13666","0.003386814264146092",,"GraviSound","GRID","GraviSound","GRID","0.0","0.0","windows","PC","windows","PC","1.0","1.0","IDALGAME","Codemasters","IDALGAME","Codemasters","0.537878787878788","0.537878787878788","2018-01-01T00:00","","2018-01-01T00:00","","0.0","0.0"
"WekaMatchingRule","steam_games_9083","vg_sales_13538","0.003386814264146092",,"Spermination","Split/Second","Spermination","Split/Second","0.0","0.0","linux","PC","linux","PC","1.0","1.0","Phr00t's Software","Disney Interactive Studios","Phr00t's Software","Disney Interactive Studios","0.41747468218056455","0.41747468218056455","2015-01-01T00:00","2010-01-01T00:00","2015-01-01T00:00","2010-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_11156","vg_sales_14702","0.003386814264146092",,"The Makeshifter","Magicka","The Makeshifter","Magicka","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Squirrel Physics","Paradox Interactive","Squirrel Physics","Paradox Interactive","0.0","0.0","2015-01-01T00:00","2011-01-01T00:00","2015-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_324","vg_sales_3035","0.9447585258738367","1","BioShock Infinite","BioShock Infinite","BioShock Infinite","BioShock Infinite","1.0","1.0","windows","PC","windows","PC","1.0","1.0","2K;Aspyr (Mac)","Take-Two Interactive","2K;Aspyr (Mac)","Take-Two Interactive","0.46507936507936504","0.46507936507936504","2013-01-01T00:00","2013-01-01T00:00","2013-01-01T00:00","2013-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_14728","vg_sales_15455","0.003386814264146092",,"Vilmonic","Vietcong","Vilmonic","Vietcong","0.0","0.0","mac","PC","mac","PC","1.0","1.0","Bludgeonsoft","Gathering of Developers","Bludgeonsoft","Gathering of Developers","0.47801932367149763","0.47801932367149763","2018-01-01T00:00","2003-01-01T00:00","2018-01-01T00:00","2003-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_11632","vg_sales_13666","0.003386814264146092",,"GravBlocks","GRID","GravBlocks","GRID","0.0","0.0","windows","PC","windows","PC","1.0","1.0","From Nothing Game Studios","Codemasters","From Nothing Game Studios","Codemasters","0.4642424242424242","0.4642424242424242","2015-01-01T00:00","","2015-01-01T00:00","","0.0","0.0"
"WekaMatchingRule","steam_games_232","vg_sales_14689","0.6474238785494457","1","Cossacks: European Wars","Cossacks: European Wars","Cossacks: European Wars","Cossacks: European Wars","1.0","1.0","windows","PC","windows","PC","1.0","1.0","GSC World Publishing","Strategy First","GSC World Publishing","Strategy First","0.46507936507936504","0.46507936507936504","2011-01-01T00:00","2001-01-01T00:00","2011-01-01T00:00","2001-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_4532","vg_sales_8131","0.003386814264146092",,"Braveland","Brink","Braveland","Brink","0.0","0.0","windows","PC","windows","PC","1.0","1.0","Tortuga Team","Bethesda Softworks","Tortuga Team","Bethesda Softworks","0.4314814814814814","0.4314814814814814","2014-01-01T00:00","2011-01-01T00:00","2014-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_22625","vg_sales_10006","0.003386814264146092",,"StratoBash","Stronghold","StratoBash","Stronghold","0.0","0.0","linux","PC","linux","PC","1.0","1.0","Phr00t's Software","Gathering of Developers","Phr00t's Software","Gathering of Developers","0.5228047740835464","0.5228047740835464","2017-01-01T00:00","2001-01-01T00:00","2017-01-01T00:00","2001-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_38547","vg_sales_1718","0.003386814264146092",,"Spinheads","Spore","Spinheads","Spore","0.0","0.0","mac","PC","mac","PC","1.0","1.0","ARTWARE Multimedia","Electronic Arts","ARTWARE Multimedia","Electronic Arts","0.5342592592592593","0.5342592592592593","2018-01-01T00:00","2008-01-01T00:00","2018-01-01T00:00","2008-01-01T00:00","0.0","0.0"
