"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlatformComparatorAdvanced record1Value","[0] PlatformComparatorAdvanced record2Value","[0] PlatformComparatorAdvanced record1PreprocessedValue","[0] PlatformComparatorAdvanced record2PreprocessedValue","[0] PlatformComparatorAdvanced similarity","[0] PlatformComparatorAdvanced postproccesedSimilarity","[1] TitleComparator record1Value","[1] TitleComparator record2Value","[1] TitleComparator record1PreprocessedValue","[1] TitleComparator record2PreprocessedValue","[1] TitleComparator similarity","[1] TitleComparator postproccesedSimilarity","[2] DeveloperComparator record1Value","[2] DeveloperComparator record2Value","[2] DeveloperComparator record1PreprocessedValue","[2] DeveloperComparator record2PreprocessedValue","[2] DeveloperComparator similarity","[2] DeveloperComparator postproccesedSimilarity","[3] PubDateComparator record1Value","[3] PubDateComparator record2Value","[3] PubDateComparator record1PreprocessedValue","[3] PubDateComparator record2PreprocessedValue","[3] PubDateComparator similarity","[3] PubDateComparator postproccesedSimilarity"
"WekaMatchingRule","steam_games_72","wikidata_338",,"0","windows","Xbox 360","windows","Xbox 360","0.0","0.0","Alien Swarm","Lego Star Wars : La Saga complète","Alien Swarm","Lego Star Wars : La Saga complète","0.0","0.0","Valve","Feral Interactive","Valve","Feral Interactive","0.23529411764705888","0.23529411764705888","2010-01-01T00:00","2009-01-01T00:00","2010-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_21293","wikidata_21261","0.01060130058076173",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Deliverace","Defenders","Deliverace","Defenders","0.0","0.0","Skyjaz Games",,"Skyjaz Games",,"0.0","0.0","2018-01-01T00:00","2013-01-01T00:00","2018-01-01T00:00","2013-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_35029","wikidata_851",,"0","linux","Commodore Amiga","linux","Commodore Amiga","0.0","0.0","Let's Go There And Wander Nowhere","Chase H.Q.","Let's Go There And Wander Nowhere","Chase H.Q.","0.0","0.0","Polychroma Games","Taito Corporation","Polychroma Games","Taito Corporation","0.11764705882352944","0.11764705882352944","2018-01-01T00:00","1988-01-01T00:00","2018-01-01T00:00","1988-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_27604","wikidata_5519","0.01060130058076173",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Colony","Colonization","Colony","Colonization","0.0","0.0","eugeniy_kh","MicroProse","eugeniy_kh","MicroProse","0.0","0.0","2017-01-01T00:00","1994-01-01T00:00","2017-01-01T00:00","1994-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_35775","wikidata_11871","0.01060130058076173",,"windows","Linux","windows","Linux","1.0","1.0","MilMo","Minesweeper","MilMo","Minesweeper","0.0","0.0","Dohi Sweden AB",,"Dohi Sweden AB",,"0.0","0.0","2018-01-01T00:00","1989-01-01T00:00","2018-01-01T00:00","1989-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_39506","wikidata_20695","0.013428744153022166",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Spacelair","Spore","Spacelair","Spore","0.0","0.0","Espen-André Bodin","Maxis","Espen-André Bodin","Maxis","0.11764705882352944","0.11764705882352944","2019-01-01T00:00","2008-01-01T00:00","2019-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_23020","wikidata_1571",,"0","linux","Game Boy Advance","linux","Game Boy Advance","0.0","0.0","Football Manager 2018","Pokémon Verde Foglia","Football Manager 2018","Pokémon Verde Foglia","0.0","0.0","Sports Interactive","Game Freak","Sports Interactive","Game Freak","0.16666666666666663","0.16666666666666663","2017-01-01T00:00","2004-01-01T00:00","2017-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_4591","wikidata_22775",,"1","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","F1 2015","F1 2015 (Jeux Vidéo)","F1 2015","F1 2015 (Jeux Vidéo)","0.6","0.6","Codemasters;Feral Interactive (Linux)","Codemasters","Codemasters;Feral Interactive (Linux)","Codemasters","0.29729729729729726","0.29729729729729726","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_39506","wikidata_20694","0.013428744153022166",,"windows","macOS","windows","macOS","1.0","1.0","Spacelair","Spore","Spacelair","Spore","0.0","0.0","Espen-André Bodin","Maxis","Espen-André Bodin","Maxis","0.11764705882352944","0.11764705882352944","2019-01-01T00:00","2008-01-01T00:00","2019-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_6463","wikidata_22486","0.012727005030853665",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Crow","CRYSIS","Crow","CRYSIS","0.0","0.0","Sunside Inc","Crytek","Sunside Inc","Crytek","0.09090909090909094","0.09090909090909094","2014-01-01T00:00","2007-01-01T00:00","2014-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_30018","wikidata_30511",,"0","windows","PlayStation Portable","windows","PlayStation Portable","0.0","0.0","Kansei","PaRappa the Rapper","Kansei","PaRappa the Rapper","0.0","0.0","sakevisual","NanaOn-Sha","sakevisual","NanaOn-Sha","0.19999999999999996","0.19999999999999996","2018-01-01T00:00","1996-01-01T00:00","2018-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_22900","wikidata_27480","0.013428744153022166",,"linux","Linux","linux","Linux","1.0","1.0","Nantucket","Narcissu","Nantucket","Narcissu","0.0","0.0","Picaresque Studio","stage-nana","Picaresque Studio","stage-nana","0.11764705882352944","0.11764705882352944","2018-01-01T00:00","2005-01-01T00:00","2018-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_7159","wikidata_20065","0.012238652322250423",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","ManaCollect","Manhunt","ManaCollect","Manhunt","0.0","0.0","Tazigen Clock","Rockstar North","Tazigen Clock","Rockstar North","0.0714285714285714","0.0714285714285714","2015-01-01T00:00","2003-01-01T00:00","2015-01-01T00:00","2003-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_5272","wikidata_10833","0.9860463797310312",,"linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","6180 the moon","6180 the Moon","6180 the moon","6180 the Moon","1.0","1.0","Turtle Cream;PokPoong Games",,"Turtle Cream;PokPoong Games",,"0.0","0.0","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_19","wikidata_2432",,"1","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Half-Life","Half-Life (videospeletjie)","Half-Life","Half-Life (videospeletjie)","0.6666666666666666","0.6666666666666666","Valve","Valve Corporation","Valve","Valve Corporation","0.2941176470588235","0.2941176470588235","1998-01-01T00:00","1998-01-01T00:00","1998-01-01T00:00","1998-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_34191","wikidata_24837","0.01693082663041373",,"windows","Linux","windows","Linux","1.0","1.0","Delve","DEADBOLT","Delve","DEADBOLT","0.0","0.0","YOUR DEAD Videogame Production","Hopoo Games, LLC","YOUR DEAD Videogame Production","Hopoo Games, LLC","0.23333333333333328","0.23333333333333328","2018-01-01T00:00","2016-01-01T00:00","2018-01-01T00:00","2016-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_22839","wikidata_33061","0.01583859526809795",,"windows","macOS","windows","macOS","1.0","1.0","Gunsmith","Guns'N'Zombies","Gunsmith","Guns'N'Zombies","0.0","0.0","Seacorp Technologies","Krealit","Seacorp Technologies","Krealit","0.19999999999999996","0.19999999999999996","2018-01-01T00:00","2014-01-01T00:00","2018-01-01T00:00","2014-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_36677","wikidata_33028","0.16972554880257482",,"mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","MOMO.EXE","Mothergunship","MOMO.EXE","Mothergunship","0.0","0.0","Dymchick1","Grip Games","Dymchick1","Grip Games","0.0","0.0","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_22483","wikidata_26270",,"0","linux","macOS","linux","macOS","1.0","1.0","Dandara","Dandara (jogo eletrônico)","Dandara","Dandara (jogo eletrônico)","0.3333333333333333","0.3333333333333333","Long Hat House","Long Hat House","Long Hat House","Long Hat House","1.0","1.0","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_18911","wikidata_16282","0.011854456606599036",,"windows","macOS","windows","macOS","1.0","1.0","Biomydra","Bioshock","Biomydra","Bioshock","0.0","0.0","Class of 2015-2016","Irrational Games","Class of 2015-2016","Irrational Games","0.05555555555555558","0.05555555555555558","2017-01-01T00:00","2007-01-01T00:00","2017-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_9909","wikidata_32844","0.01060130058076173",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Gunpowder","Gunrox","Gunpowder","Gunrox","0.0","0.0","Rogue Rocket Games",,"Rogue Rocket Games",,"0.0","0.0","2015-01-01T00:00","2008-01-01T00:00","2015-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_29335","wikidata_27415","0.016297938123477115",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","SAWKOBAN","Saw","SAWKOBAN","Saw","0.0","0.0","Bullid Games","Zombie Studios","Bullid Games","Zombie Studios","0.2142857142857143","0.2142857142857143","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_6079","wikidata_20695","0.012534845208090879",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Spellcrafter","Spore","Spellcrafter","Spore","0.0","0.0","Jujubee S.A.","Maxis","Jujubee S.A.","Maxis","0.08333333333333337","0.08333333333333337","2015-01-01T00:00","2008-01-01T00:00","2015-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_14919","wikidata_26854","0.015447135786020836",,"linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Blaite","BloodRayne","Blaite","BloodRayne","0.0","0.0","Dosane Games","Terminal Reality","Dosane Games","Terminal Reality","0.1875","0.1875","2017-01-01T00:00","2002-01-01T00:00","2017-01-01T00:00","2002-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_22483","wikidata_26268",,"1","linux","Linux","linux","Linux","1.0","1.0","Dandara","Dandara (jogo eletrônico)","Dandara","Dandara (jogo eletrônico)","0.3333333333333333","0.3333333333333333","Long Hat House","Long Hat House","Long Hat House","Long Hat House","1.0","1.0","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_30007","wikidata_30181",,"0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Iron League","Streets of SimCity","Iron League","Streets of SimCity","0.0","0.0","DEXINT GAMES","Maxis","DEXINT GAMES","Maxis","0.25","0.25","2018-01-01T00:00","1997-01-01T00:00","2018-01-01T00:00","1997-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_13305","wikidata_4082","0.01750437411559274",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","MechoEcho","MechQuest","MechoEcho","MechQuest","0.0","0.0","Resilient Games Ltd.","Artix Entertainment","Resilient Games Ltd.","Artix Entertainment","0.25","0.25","2016-01-01T00:00","2007-01-01T00:00","2016-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_30006","wikidata_20006",,"0","linux","Android","linux","Android","0.0","0.0","Containment","The Adventures of Nick & Willikins","Containment","The Adventures of Nick & Willikins","0.0","0.0","Finite Reflection Studios",,"Finite Reflection Studios",,"0.0","0.0","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_8267","wikidata_24094","0.01060130058076173",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Niffelheim","NihongoUp","Niffelheim","NihongoUp","0.0","0.0","Ellada Games",,"Ellada Games",,"0.0","0.0","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_8267","wikidata_24093","0.01060130058076173",,"windows","Linux","windows","Linux","1.0","1.0","Niffelheim","NihongoUp","Niffelheim","NihongoUp","0.0","0.0","Ellada Games",,"Ellada Games",,"0.0","0.0","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_162","wikidata_19608","0.9658853987060094","1","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Safecracker: The Ultimate Puzzle Adventure","Safecracker: The Ultimate Puzzle Adventure","Safecracker: The Ultimate Puzzle Adventure","Safecracker: The Ultimate Puzzle Adventure","1.0","1.0","Kheops Studio","Kheops Studio","Kheops Studio","Kheops Studio","1.0","1.0","2007-01-01T00:00","2006-01-01T00:00","2007-01-01T00:00","2006-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_1525","wikidata_26902","0.16972554880257482",,"mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Terraria","TERA","Terraria","TERA","0.0","0.0","Re-Logic","Namaskar","Re-Logic","Namaskar","0.0","0.0","2011-01-01T00:00","2011-01-01T00:00","2011-01-01T00:00","2011-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_266","wikidata_18337","0.9658853987060094","1","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Commandos 2: Men of Courage","Commandos 2: Men of Courage","Commandos 2: Men of Courage","Commandos 2: Men of Courage","1.0","1.0","Pyro Studios","Pyro Studios","Pyro Studios","Pyro Studios","1.0","1.0","2007-01-01T00:00","2001-01-01T00:00","2007-01-01T00:00","2001-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_14272","wikidata_24394","0.9981521202831976","1","mac","macOS","mac","macOS","1.0","1.0","There's Poop In My Soup","There's Poop In My Soup","There's Poop In My Soup","There's Poop In My Soup","1.0","1.0","K Bros Games","K Bros Games","K Bros Games","K Bros Games","1.0","1.0","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_30004","wikidata_30091",,"0","windows","Sega Saturn","windows","Sega Saturn","0.0","0.0","Containment","Simcity 2000","Containment","Simcity 2000","0.0","0.0","Finite Reflection Studios","Maxis","Finite Reflection Studios","Maxis","0.07999999999999996","0.07999999999999996","2018-01-01T00:00","1993-01-01T00:00","2018-01-01T00:00","1993-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_2972","wikidata_26902","0.01583859526809795",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Teslagrad","TERA","Teslagrad","TERA","0.0","0.0","Rain Games","Namaskar","Rain Games","Namaskar","0.19999999999999996","0.19999999999999996","2013-01-01T00:00","2011-01-01T00:00","2013-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_459","wikidata_34127","0.9658853987060094","1","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Prince of Persia: The Two Thrones™","Prince of Persia: The Two Thrones","Prince of Persia: The Two Thrones™","Prince of Persia: The Two Thrones","1.0","1.0","Ubisoft Montreal","Ubisoft Montreal","Ubisoft Montreal","Ubisoft Montreal","1.0","1.0","2009-01-01T00:00","2005-01-01T00:00","2009-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_6501","wikidata_5447","0.01060130058076173",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Kalimba","KalOnline","Kalimba","KalOnline","0.0","0.0","Press Play",,"Press Play",,"0.0","0.0","2015-01-01T00:00","2004-01-01T00:00","2015-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_15366","wikidata_35793","0.015109649441685198",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","De-Void","Descent","De-Void","Descent","0.0","0.0","Pulsetense Games","Parallax Software","Pulsetense Games","Parallax Software","0.17647058823529416","0.17647058823529416","2016-01-01T00:00","1996-01-01T00:00","2016-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_214","wikidata_452","0.9981521202831976","1","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","S.T.A.L.K.E.R.: Shadow of Chernobyl","S.T.A.L.K.E.R.: Shadow of Chernobyl","S.T.A.L.K.E.R.: Shadow of Chernobyl","S.T.A.L.K.E.R.: Shadow of Chernobyl","1.0","1.0","GSC Game World","GSC Game World","GSC Game World","GSC Game World","1.0","1.0","2007-01-01T00:00","2007-01-01T00:00","2007-01-01T00:00","2007-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_32172","wikidata_4168","0.012534845208090879",,"windows","Linux","windows","Linux","1.0","1.0","Questlike","Quakeworld","Questlike","Quakeworld","0.0","0.0","Spritewrench","id Software","Spritewrench","id Software","0.08333333333333337","0.08333333333333337","2018-01-01T00:00","1996-01-01T00:00","2018-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_10897","wikidata_32176","0.16972554880257482",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Blast-off","Blackroom","Blast-off","Blackroom","0.0","0.0","Quad-Games",,"Quad-Games",,"0.0","0.0","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_35028","wikidata_821",,"0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Let's Go There And Wander Nowhere","Templo del Mal Elemental","Let's Go There And Wander Nowhere","Templo del Mal Elemental","0.0","0.0","Polychroma Games","Troika Games","Polychroma Games","Troika Games","0.5","0.5","2018-01-01T00:00","2003-01-01T00:00","2018-01-01T00:00","2003-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_32172","wikidata_4169","0.012534845208090879",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Questlike","Quakeworld","Questlike","Quakeworld","0.0","0.0","Spritewrench","id Software","Spritewrench","id Software","0.08333333333333337","0.08333333333333337","2018-01-01T00:00","1996-01-01T00:00","2018-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_30025","wikidata_30721",,"0","mac","PlayStation","mac","PlayStation","0.0","0.0","Yousei","Pro Pinball: Timeshock!","Yousei","Pro Pinball: Timeshock!","0.0","0.0","sakevisual",,"sakevisual",,"0.0","0.0","2018-01-01T00:00","1997-01-01T00:00","2018-01-01T00:00","1997-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_268","wikidata_16151","0.9414944492608224","1","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Hitman 2: Silent Assassin","Hitman 2: Silent Assassin","Hitman 2: Silent Assassin","Hitman 2: Silent Assassin","1.0","1.0","Io-Interactive A/S","IO Interactive","Io-Interactive A/S","IO Interactive","0.7222222222222222","0.7222222222222222","2007-01-01T00:00","2002-01-01T00:00","2007-01-01T00:00","2002-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_6501","wikidata_5448","0.01060130058076173",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Kalimba","Kal-Online","Kalimba","Kal-Online","0.0","0.0","Press Play",,"Press Play",,"0.0","0.0","2015-01-01T00:00","2004-01-01T00:00","2015-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_19130","wikidata_5530","0.012961438171022147",,"linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Pathway","Pac-Man","Pathway","Pac-Man","0.0","0.0","Robotality","Namco","Robotality","Namco","0.09999999999999998","0.09999999999999998","2019-01-01T00:00","1980-01-01T00:00","2019-01-01T00:00","1980-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_4534","wikidata_6240","0.01481576336399951",,"linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Braveland","Breakout","Braveland","Breakout","0.0","0.0","Tortuga Team","Atari, Inc.","Tortuga Team","Atari, Inc.","0.16666666666666663","0.16666666666666663","2014-01-01T00:00","1976-01-01T00:00","2014-01-01T00:00","1976-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_20354","wikidata_203","0.013942535386833436",,"windows","macOS","windows","macOS","1.0","1.0","RoboCritters","Roblox","RoboCritters","Roblox","0.0","0.0","Curious Dimensions Ltd","Roblox Corporation","Curious Dimensions Ltd","Roblox Corporation","0.13636363636363635","0.13636363636363635","2017-01-01T00:00","","2017-01-01T00:00","","0.0","0.0"
"WekaMatchingRule","steam_games_30029","wikidata_20029",,"0","windows","Nintendo Wii","windows","Nintendo Wii","0.0","0.0","Evolva","EA Playground","Evolva","EA Playground","0.0","0.0","Computer Artworks","EA Vancouver","Computer Artworks","EA Vancouver","0.11764705882352944","0.11764705882352944","2018-01-01T00:00","2007-01-01T00:00","2018-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_8678","wikidata_18433","0.01060130058076173",,"linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Galacide","Garage","Galacide","Garage","0.0","0.0","Puny Human",,"Puny Human",,"0.0","0.0","2015-01-01T00:00","1999-01-01T00:00","2015-01-01T00:00","1999-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_30173","wikidata_27787","0.016844243350704988",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Steampunker","Steins;Gate","Steampunker","Steins;Gate","0.0","0.0","Telehorse","The Five powered & basics.","Telehorse","The Five powered & basics.","0.23076923076923073","0.23076923076923073","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_30008","wikidata_20008",,"0","windows","macOS","windows","macOS","1.0","1.0","Infinos Gaiden","The Adventures of Nick & Willikins","Infinos Gaiden","The Adventures of Nick & Willikins","0.0","0.0","Picorinne Soft",,"Picorinne Soft",,"0.0","0.0","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_8200","wikidata_32476","0.016175803349254638",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","GunWorld","Gunz","GunWorld","Gunz","0.0","0.0","m07games","MAIET Entertainment","m07games","MAIET Entertainment","0.21052631578947367","0.21052631578947367","2015-01-01T00:00","2009-01-01T00:00","2015-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_34895","wikidata_28145","0.016726876239503738",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Round Ways","Rogue Warrior","Round Ways","Rogue Warrior","0.0","0.0","Karton Robot","Rebellion Developments","Karton Robot","Rebellion Developments","0.2272727272727273","0.2272727272727273","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_8366","wikidata_25746","0.014656997802684127",,"mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Defect","Deadpool","Defect","Deadpool","0.0","0.0","Three Phase Interactive Pty Ltd","High Moon Studios","Three Phase Interactive Pty Ltd","High Moon Studios","0.16129032258064513","0.16129032258064513","2016-01-01T00:00","2013-01-01T00:00","2016-01-01T00:00","2013-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_27653","wikidata_2322","0.01060130058076173",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Frontiers.io","FreeCol","Frontiers.io","FreeCol","0.0","0.0","Frontiers.io",,"Frontiers.io",,"0.0","0.0","2017-01-01T00:00","2009-01-01T00:00","2017-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_27653","wikidata_2321","0.01060130058076173",,"windows","Linux","windows","Linux","1.0","1.0","Frontiers.io","FreeCol","Frontiers.io","FreeCol","0.0","0.0","Frontiers.io",,"Frontiers.io",,"0.0","0.0","2017-01-01T00:00","2009-01-01T00:00","2017-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_29726","wikidata_10697",,"1","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","The Messenger","The Messenger (2018 video oyunu)","The Messenger","The Messenger (2018 video oyunu)","0.4","0.4","Sabotage",,"Sabotage",,"0.0","0.0","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","1.0","1.0"
"WekaMatchingRule","steam_games_27022","wikidata_13743","0.020670649102349174",,"mac","macOS","mac","macOS","1.0","1.0","Mirrors","Minecraft","Mirrors","Minecraft","0.0","0.0","Monocool Interactive","Microsoft Corporation","Monocool Interactive","Microsoft Corporation","0.33333333333333337","0.33333333333333337","2017-01-01T00:00","","2017-01-01T00:00","","0.0","0.0"
"WekaMatchingRule","steam_games_6828","wikidata_36021","0.01325376104979107",,"mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Eradicator","Eragon","Eradicator","Eragon","0.0","0.0","Accolade, Inc","Stormfront Studios","Accolade, Inc","Stormfront Studios","0.11111111111111116","0.11111111111111116","2014-01-01T00:00","2006-01-01T00:00","2014-01-01T00:00","2006-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_120","wikidata_743",,"0","windows","Linux","windows","Linux","1.0","1.0","QUAKE III: Team Arena","Counter-Strike","QUAKE III: Team Arena","Counter-Strike","0.0","0.0","id Software","Valve Corporation","id Software","Valve Corporation","0.17647058823529416","0.17647058823529416","2007-01-01T00:00","1999-01-01T00:00","2007-01-01T00:00","1999-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_22","wikidata_1980",,"0","windows","Nintendo 3DS","windows","Nintendo 3DS","0.0","0.0","Counter-Strike: Condition Zero","Pokémon Omega Ruby and Alpha Sapphire","Counter-Strike: Condition Zero","Pokémon Omega Ruby and Alpha Sapphire","0.0","0.0","Valve","Game Freak","Valve","Game Freak","0.19999999999999996","0.19999999999999996","2004-01-01T00:00","2014-01-01T00:00","2004-01-01T00:00","2014-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_28918","wikidata_5876","0.01060130058076173",,"mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Tico","TiQal","Tico","TiQal","0.0","0.0","baKno Games",,"baKno Games",,"0.0","0.0","2017-01-01T00:00","2008-01-01T00:00","2017-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_26797","wikidata_20980","0.01481576336399951",,"windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Grimrush","Grid","Grimrush","Grid","0.0","0.0","Merge Heroes","Codemasters","Merge Heroes","Codemasters","0.16666666666666663","0.16666666666666663","2017-01-01T00:00","2019-01-01T00:00","2017-01-01T00:00","2019-01-01T00:00","0.0","0.0"
"WekaMatchingRule","steam_games_31930","wikidata_32141","0.013942535386833436",,"windows","macOS","windows","macOS","1.0","1.0","BlackSimulator","Blackguards","BlackSimulator","Blackguards","0.0","0.0","Justin Fox Media","Daedalic Entertainment","Justin Fox Media","Daedalic Entertainment","0.13636363636363635","0.13636363636363635","2018-01-01T00:00","2014-01-01T00:00","2018-01-01T00:00","2014-01-01T00:00","0.0","0.0"
