"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] TitleComparator record1Value","[0] TitleComparator record2Value","[0] TitleComparator record1PreprocessedValue","[0] TitleComparator record2PreprocessedValue","[0] TitleComparator similarity","[0] TitleComparator postproccesedSimilarity","[1] PlatformComparatorAdvanced record1Value","[1] PlatformComparatorAdvanced record2Value","[1] PlatformComparatorAdvanced record1PreprocessedValue","[1] PlatformComparatorAdvanced record2PreprocessedValue","[1] PlatformComparatorAdvanced similarity","[1] PlatformComparatorAdvanced postproccesedSimilarity","[2] DeveloperComparator record1Value","[2] DeveloperComparator record2Value","[2] DeveloperComparator record1PreprocessedValue","[2] DeveloperComparator record2PreprocessedValue","[2] DeveloperComparator similarity","[2] DeveloperComparator postproccesedSimilarity","[3] PubDateComparator record1Value","[3] PubDateComparator record2Value","[3] PubDateComparator record1PreprocessedValue","[3] PubDateComparator record2PreprocessedValue","[3] PubDateComparator similarity","[3] PubDateComparator postproccesedSimilarity"
"LinearCombinationMatchingRule","steam_games_4911","wikidata_745","0.39256535947712423",,"Cosmochoria","Counter-Strike","Cosmochoria","Counter-Strike","0.0","0.0","mac","macOS","mac","macOS","1.0","1.0","Nate Schmold","Valve Corporation","Nate Schmold","Valve Corporation","0.5702614379084968","0.5702614379084968","2015-01-01T00:00","1999-01-01T00:00","2015-01-01T00:00","1999-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_584","wikidata_26351","0.75","1","Brothers in Arms: Earned in Blood™","Brothers in Arms: Earned in Blood","Brothers in Arms: Earned in Blood™","Brothers in Arms: Earned in Blood","1.0","1.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Gearbox Software","Gearbox Software","Gearbox Software","Gearbox Software","1.0","1.0","2008-01-01T00:00","2005-01-01T00:00","2008-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_24860","wikidata_28280","0.25",,"Castles","Carrion","Castles","Carrion","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Quicksilver Software",,"Quicksilver Software",,"0.0","0.0","2017-01-01T00:00","2020-01-01T00:00","2017-01-01T00:00","2020-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_408","wikidata_13605","0.7142857142857143",,"Grand Theft Auto: Vice City","Grand Theft Auto: Vice City","Grand Theft Auto: Vice City","Grand Theft Auto: Vice City","1.0","1.0","windows","macOS","windows","macOS","1.0","1.0","Rockstar Games","Rockstar North","Rockstar Games","Rockstar North","0.8571428571428571","0.8571428571428571","2011-01-01T00:00","2002-01-01T00:00","2011-01-01T00:00","2002-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_38593","wikidata_2644","0.3787878787878788",,"Profundum","Protogalaksija","Profundum","Protogalaksija","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Black Mouse","Source Studio Ltd.","Black Mouse","Source Studio Ltd.","0.5151515151515151","0.5151515151515151","2019-01-01T00:00","2010-01-01T00:00","2019-01-01T00:00","2010-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_1892","wikidata_34754","0.25",,"Cortex Command","Colonial Conquest","Cortex Command","Colonial Conquest","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Data Realms",,"Data Realms",,"0.0","0.0","2012-01-01T00:00","","2012-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_7608","wikidata_27809","0.35787037037037034",,"Paparazzi","Pandemonium!","Paparazzi","Pandemonium!","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Pringo Dingo Games","Toys for Bob","Pringo Dingo Games","Toys for Bob","0.4314814814814814","0.4314814814814814","2015-01-01T00:00","1996-01-01T00:00","2015-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_9695","wikidata_32475","0.36337719298245613",,"Gunnheim","GunZ","Gunnheim","GunZ","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","SIEIDI Ltd","MAIET Entertainment","SIEIDI Ltd","MAIET Entertainment","0.4535087719298246","0.4535087719298246","2015-01-01T00:00","2009-01-01T00:00","2015-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_1892","wikidata_34755","0.25",,"Cortex Command","Colonial Conquest","Cortex Command","Colonial Conquest","0.0","0.0","mac","macOS","mac","macOS","1.0","1.0","Data Realms",,"Data Realms",,"0.0","0.0","2012-01-01T00:00","","2012-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_9695","wikidata_32476","0.36337719298245613",,"Gunnheim","Gunz","Gunnheim","Gunz","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","SIEIDI Ltd","MAIET Entertainment","SIEIDI Ltd","MAIET Entertainment","0.4535087719298246","0.4535087719298246","2015-01-01T00:00","2009-01-01T00:00","2015-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_26826","wikidata_3628","0.25",,"InGame.exe","Insaniquarium","InGame.exe","Insaniquarium","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Blind Recluse",,"Blind Recluse",,"0.0","0.0","2017-01-01T00:00","2004-01-01T00:00","2017-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_20330","wikidata_32844","0.25",,"GunHero","Gunrox","GunHero","Gunrox","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Olli-Samuli Lehmus",,"Olli-Samuli Lehmus",,"0.0","0.0","2017-01-01T00:00","2008-01-01T00:00","2017-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_6213","wikidata_35208","0.275",,"Convoy","Conan","Convoy","Conan","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Convoy Games","Cauldron","Convoy Games","Cauldron","0.1","0.1","2015-01-01T00:00","2004-01-01T00:00","2015-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_26053","wikidata_18345","0.39015151515151514",,"Ravager","Rage","Ravager","Rage","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Nikhil Tailor;Ariflare","id Software","Nikhil Tailor;Ariflare","id Software","0.5606060606060606","0.5606060606060606","2017-01-01T00:00","2011-01-01T00:00","2017-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_1548","wikidata_27608","0.25",,"Death Rally","Demolition Racer","Death Rally","Demolition Racer","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Remedy Entertainment;Mountain Sheep;Cornfox & Brothers","Midway Studios – Newcastle","Remedy Entertainment;Mountain Sheep;Cornfox & Brothers","Midway Studios – Newcastle","0.0","0.0","2012-01-01T00:00","1999-01-01T00:00","2012-01-01T00:00","1999-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_4910","wikidata_745","0.39256535947712423",,"Cosmochoria","Counter-Strike","Cosmochoria","Counter-Strike","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Nate Schmold","Valve Corporation","Nate Schmold","Valve Corporation","0.5702614379084968","0.5702614379084968","2015-01-01T00:00","1999-01-01T00:00","2015-01-01T00:00","1999-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_16698","wikidata_27800","0.3530982905982906",,"Stars","STEINS;GATE","Stars","STEINS;GATE","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","MatrixStudio","The Five powered & basics.","MatrixStudio","The Five powered & basics.","0.4123931623931624","0.4123931623931624","2016-01-01T00:00","2009-01-01T00:00","2016-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_19332","wikidata_32986","0.5",,"Chilie","Chromagun","Chilie","Chromagun","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Beckoning Cat",,"Beckoning Cat",,"0.0","0.0","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_27023","wikidata_11872","0.25",,"Mirrors","Minesweeper","Mirrors","Minesweeper","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Monocool Interactive",,"Monocool Interactive",,"0.0","0.0","2017-01-01T00:00","1989-01-01T00:00","2017-01-01T00:00","1989-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_24972","wikidata_33779","0.25",,"Solarium","Solipskier","Solarium","Solipskier","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Sunfleck Software","Mikengreg","Sunfleck Software","Mikengreg","0.0","0.0","2017-01-01T00:00","","2017-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_20329","wikidata_32825","0.38131313131313127",,"GunHero","Gunlok","GunHero","Gunlok","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Olli-Samuli Lehmus","Rebellion Developments","Olli-Samuli Lehmus","Rebellion Developments","0.5252525252525252","0.5252525252525252","2017-01-01T00:00","2000-01-01T00:00","2017-01-01T00:00","2000-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_26277","wikidata_26257","0.25",,"STYLY","Stonicorn","STYLY","Stonicorn","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Psychic VR Lab Co., Ltd.",,"Psychic VR Lab Co., Ltd.",,"0.0","0.0","2017-01-01T00:00","","2017-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_26277","wikidata_26256","0.25",,"STYLY","Stonicorn","STYLY","Stonicorn","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Psychic VR Lab Co., Ltd.",,"Psychic VR Lab Co., Ltd.",,"0.0","0.0","2017-01-01T00:00","","2017-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_26277","wikidata_26255","0.25",,"STYLY","Stonicorn","STYLY","Stonicorn","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Psychic VR Lab Co., Ltd.",,"Psychic VR Lab Co., Ltd.",,"0.0","0.0","2017-01-01T00:00","","2017-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_16609","wikidata_23013","0.5132783882783882",,"Wake Up","Warm Up!","Wake Up","Warm Up!","0.5","0.5","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Black Cell OG","Lankhor","Black Cell OG","Lankhor","0.553113553113553","0.553113553113553","2016-01-01T00:00","2000-01-01T00:00","2016-01-01T00:00","2000-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_15922","wikidata_20694","0.37777777777777777",,"Spaera","Spore","Spaera","Spore","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Blazing Orb LLC","Maxis","Blazing Orb LLC","Maxis","0.5111111111111111","0.5111111111111111","2016-01-01T00:00","2008-01-01T00:00","2016-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_22317","wikidata_2644","0.41620370370370374",,"Project:surviving","Protogalaksija","Project:surviving","Protogalaksija","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","NedoStudio","Source Studio Ltd.","NedoStudio","Source Studio Ltd.","0.6648148148148149","0.6648148148148149","2017-01-01T00:00","2010-01-01T00:00","2017-01-01T00:00","2010-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_40231","wikidata_6261","0.3753267973856209",,"Haramatia","Half-Life","Haramatia","Half-Life","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Salavat Kasimov","Valve Corporation","Salavat Kasimov","Valve Corporation","0.5013071895424837","0.5013071895424837","2019-01-01T00:00","1998-01-01T00:00","2019-01-01T00:00","1998-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_40231","wikidata_6262","0.3753267973856209",,"Haramatia","Half-Life","Haramatia","Half-Life","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Salavat Kasimov","Valve Corporation","Salavat Kasimov","Valve Corporation","0.5013071895424837","0.5013071895424837","2019-01-01T00:00","1998-01-01T00:00","2019-01-01T00:00","1998-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_15922","wikidata_20695","0.37777777777777777",,"Spaera","Spore","Spaera","Spore","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Blazing Orb LLC","Maxis","Blazing Orb LLC","Maxis","0.5111111111111111","0.5111111111111111","2016-01-01T00:00","2008-01-01T00:00","2016-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_11276","wikidata_35330","0.34325396825396826",,"SimplePlanes","Singularity","SimplePlanes","Singularity","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Jundroo, LLC","Raven Software","Jundroo, LLC","Raven Software","0.373015873015873","0.373015873015873","2015-01-01T00:00","2010-01-01T00:00","2015-01-01T00:00","2010-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_8995","wikidata_11848","0.25",,"Siralim","SimTown","Siralim","SimTown","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Thylacine Studios","Maxis","Thylacine Studios","Maxis","0.0","0.0","2015-01-01T00:00","1995-01-01T00:00","2015-01-01T00:00","1995-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_29127","wikidata_26928","0.3952380952380953",,"Marius","Matteraketen","Marius","Matteraketen","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Granola Studios","Davidson & Associates","Granola Studios","Davidson & Associates","0.580952380952381","0.580952380952381","2018-01-01T00:00","1994-01-01T00:00","2018-01-01T00:00","1994-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_26527","wikidata_11876","0.25",,"PEG","Pescamines","PEG","Pescamines","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Arzola's",,"Arzola's",,"0.0","0.0","2017-01-01T00:00","1989-01-01T00:00","2017-01-01T00:00","1989-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_26527","wikidata_11875","0.25",,"PEG","Pescamines","PEG","Pescamines","0.0","0.0","linux","Linux","linux","Linux","1.0","1.0","Arzola's",,"Arzola's",,"0.0","0.0","2017-01-01T00:00","1989-01-01T00:00","2017-01-01T00:00","1989-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_2894","wikidata_286","0.25",,"Bombernauts","Boin","Bombernauts","Boin","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Eyebrow Interactive",,"Eyebrow Interactive",,"0.0","0.0","2017-01-01T00:00","2004-01-01T00:00","2017-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_7207","wikidata_27481","0.35328282828282825",,"Nanofights","Narcissu","Nanofights","Narcissu","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Quantumfrog","stage-nana","Quantumfrog","stage-nana","0.41313131313131307","0.41313131313131307","2014-01-01T00:00","2005-01-01T00:00","2014-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_7207","wikidata_27480","0.35328282828282825",,"Nanofights","Narcissu","Nanofights","Narcissu","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Quantumfrog","stage-nana","Quantumfrog","stage-nana","0.41313131313131307","0.41313131313131307","2014-01-01T00:00","2005-01-01T00:00","2014-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_45","wikidata_17333","0.9647058823529412","1","Half-Life 2: Lost Coast","Half-Life 2: Lost Coast","Half-Life 2: Lost Coast","Half-Life 2: Lost Coast","1.0","1.0","linux","Linux","linux","Linux","1.0","1.0","Valve","Valve Corporation","Valve","Valve Corporation","0.8588235294117647","0.8588235294117647","2005-01-01T00:00","2005-01-01T00:00","2005-01-01T00:00","2005-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_45","wikidata_17334","0.9647058823529412",,"Half-Life 2: Lost Coast","Half-Life 2: Lost Coast","Half-Life 2: Lost Coast","Half-Life 2: Lost Coast","1.0","1.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Valve","Valve Corporation","Valve","Valve Corporation","0.8588235294117647","0.8588235294117647","2005-01-01T00:00","2005-01-01T00:00","2005-01-01T00:00","2005-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_24330","wikidata_34029","0.3798076923076923",,"MagiCat","Mafia","MagiCat","Mafia","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Kucing Rembes","2K Czech","Kucing Rembes","2K Czech","0.5192307692307693","0.5192307692307693","2017-01-01T00:00","2002-01-01T00:00","2017-01-01T00:00","2002-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_23018","wikidata_10812","1.0",,"Football Manager 2018","Football manager 2018","Football Manager 2018","Football manager 2018","1.0","1.0","windows","Linux","windows","Linux","1.0","1.0","Sports Interactive","Sports Interactive","Sports Interactive","Sports Interactive","1.0","1.0","2017-01-01T00:00","2017-01-01T00:00","2017-01-01T00:00","2017-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_3891","wikidata_35795","0.38574346405228754",,"Dex","Descent","Dex","Descent","0.0","0.0","mac","macOS","mac","macOS","1.0","1.0","Dreadlocks Ltd.","Parallax Software","Dreadlocks Ltd.","Parallax Software","0.5429738562091503","0.5429738562091503","2015-01-01T00:00","1996-01-01T00:00","2015-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_22505","wikidata_16992","0.33333333333333337",,"Fallen Legion+","Fable Legends","Fallen Legion+","Fable Legends","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","YummyYummyTummy;Mintsphere","Playground Games","YummyYummyTummy;Mintsphere","Playground Games","0.0","0.0","2018-01-01T00:00","2016-01-01T00:00","2018-01-01T00:00","2016-01-01T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","steam_games_1948","wikidata_18986","0.8407828282828282",,"Test Drive: Ferrari Racing Legends","Test Drive: Ferrari Racing Legends","Test Drive: Ferrari Racing Legends","Test Drive: Ferrari Racing Legends","1.0","1.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Slightly Mad Studios","Atari, Inc.","Slightly Mad Studios","Atari, Inc.","0.36313131313131314","0.36313131313131314","2012-01-01T00:00","2012-01-01T00:00","2012-01-01T00:00","2012-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_22276","wikidata_34671","0.25",,"Necrosphere","Neocolonialism","Necrosphere","Neocolonialism","0.0","0.0","linux","Linux","linux","Linux","1.0","1.0","Cat Nigiri",,"Cat Nigiri",,"0.0","0.0","2017-01-01T00:00","2013-01-01T00:00","2017-01-01T00:00","2013-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_21912","wikidata_203","0.35300925925925924",,"RoboMatch","Roblox","RoboMatch","Roblox","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Anti-Ded GameDev","Roblox Corporation","Anti-Ded GameDev","Roblox Corporation","0.41203703703703703","0.41203703703703703","2017-01-01T00:00","","2017-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_22276","wikidata_34672","0.25",,"Necrosphere","Neocolonialism","Necrosphere","Neocolonialism","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Cat Nigiri",,"Cat Nigiri",,"0.0","0.0","2017-01-01T00:00","2013-01-01T00:00","2017-01-01T00:00","2013-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_37","wikidata_6019","0.9647058823529412","1","Day of Defeat: Source","Day of Defeat: Source","Day of Defeat: Source","Day of Defeat: Source","1.0","1.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Valve","Valve Corporation","Valve","Valve Corporation","0.8588235294117647","0.8588235294117647","2010-01-01T00:00","2010-01-01T00:00","2010-01-01T00:00","2010-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_37","wikidata_6018","0.9647058823529412",,"Day of Defeat: Source","Day of Defeat: Source","Day of Defeat: Source","Day of Defeat: Source","1.0","1.0","windows","Linux","windows","Linux","1.0","1.0","Valve","Valve Corporation","Valve","Valve Corporation","0.8588235294117647","0.8588235294117647","2010-01-01T00:00","2010-01-01T00:00","2010-01-01T00:00","2010-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_2170","wikidata_1158","0.3873509531404268",,"DayZ","Darwinia","DayZ","Darwinia","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Bohemia Interactive","Introversion Software","Bohemia Interactive","Introversion Software","0.5494038125617072","0.5494038125617072","2018-01-01T00:00","2005-01-01T00:00","2018-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_2170","wikidata_1159","0.3873509531404268",,"DayZ","Darwinia","DayZ","Darwinia","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Bohemia Interactive","Introversion Software","Bohemia Interactive","Introversion Software","0.5494038125617072","0.5494038125617072","2018-01-01T00:00","2005-01-01T00:00","2018-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_32609","wikidata_21555","0.3767361111111111",,"ButcherBoy","Bully","ButcherBoy","Bully","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Casual.US","Rockstar Toronto","Casual.US","Rockstar Toronto","0.5069444444444444","0.5069444444444444","2018-01-01T00:00","2006-01-01T00:00","2018-01-01T00:00","2006-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_11633","wikidata_22724","0.25",,"GravBlocks","Griftlands","GravBlocks","Griftlands","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","From Nothing Game Studios","Klei Entertainment","From Nothing Game Studios","Klei Entertainment","0.0","0.0","2015-01-01T00:00","","2015-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_3819","wikidata_27894","0.775",,"XCOM® 2","XCOM 2","XCOM® 2","XCOM 2","1.0","1.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux)","Feral Interactive","Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux)","Feral Interactive","0.1","0.1","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_3819","wikidata_27895","0.775",,"XCOM® 2","XCOM 2","XCOM® 2","XCOM 2","1.0","1.0","mac","macOS","mac","macOS","1.0","1.0","Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux)","Feral Interactive","Firaxis Games;Feral Interactive (Mac);Feral Interactive (Linux)","Feral Interactive","0.1","0.1","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","2016-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_10238","wikidata_22304","0.3220899470899471",,"Teeworlds","terraria","Teeworlds","terraria","0.0","0.0","mac","macOS","mac","macOS","1.0","1.0","Teeworlds Team","505 Games","Teeworlds Team","505 Games","0.28835978835978837","0.28835978835978837","2015-01-01T00:00","2011-01-01T00:00","2015-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_29661","wikidata_13741","0.3834617180205415",,"Minaurs","Minecraft","Minaurs","Minecraft","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","IIIDA Interactive","Microsoft Corporation","IIIDA Interactive","Microsoft Corporation","0.5338468720821662","0.5338468720821662","2018-01-01T00:00","","2018-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_15514","wikidata_34910","0.33333333333333337",,"Gal-X-E","Gauntlet","Gal-X-E","Gauntlet","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","NodziGames","Arrowhead Game Studios","NodziGames","Arrowhead Game Studios","0.0","0.0","2016-01-01T00:00","2014-01-01T00:00","2016-01-01T00:00","2014-01-01T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","steam_games_29661","wikidata_13743","0.3834617180205415",,"Minaurs","Minecraft","Minaurs","Minecraft","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","IIIDA Interactive","Microsoft Corporation","IIIDA Interactive","Microsoft Corporation","0.5338468720821662","0.5338468720821662","2018-01-01T00:00","","2018-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_33590","wikidata_35727","0.25",,"Defendion","Demonbane","Defendion","Demonbane","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","DillyFrame",,"DillyFrame",,"0.0","0.0","2018-01-01T00:00","2011-01-01T00:00","2018-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_1736","wikidata_30940","1.0",,"Dishonored","Dishonored","Dishonored","Dishonored","1.0","1.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Arkane Studios","Arkane Studios","Arkane Studios","Arkane Studios","1.0","1.0","2012-01-01T00:00","2012-01-01T00:00","2012-01-01T00:00","2012-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_6552","wikidata_5529","0.25",,"Parallax","Pac-Man","Parallax","Pac-Man","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Toasty Games","Namco","Toasty Games","Namco","0.0","0.0","2015-01-01T00:00","1980-01-01T00:00","2015-01-01T00:00","1980-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_14165","wikidata_2565","0.25",,"Minimal","Minröj","Minimal","Minröj","0.0","0.0","mac","Linux","mac","Linux","1.0","1.0","Gammosaur",,"Gammosaur",,"0.0","0.0","2016-01-01T00:00","1989-01-01T00:00","2016-01-01T00:00","1989-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_14165","wikidata_2566","0.25",,"Minimal","Minröj","Minimal","Minröj","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Gammosaur",,"Gammosaur",,"0.0","0.0","2016-01-01T00:00","1989-01-01T00:00","2016-01-01T00:00","1989-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_1426","wikidata_20694","0.3575757575757576",,"SpaceChem","Spore","SpaceChem","Spore","0.0","0.0","mac","macOS","mac","macOS","1.0","1.0","Zachtronics","Maxis","Zachtronics","Maxis","0.43030303030303035","0.43030303030303035","2011-01-01T00:00","2008-01-01T00:00","2011-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_38593","wikidata_3303","0.3787878787878788",,"Profundum","Protogalaktyka","Profundum","Protogalaktyka","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Black Mouse","Source Studio Ltd.","Black Mouse","Source Studio Ltd.","0.5151515151515151","0.5151515151515151","2019-01-01T00:00","2010-01-01T00:00","2019-01-01T00:00","2010-01-01T00:00","0.0","0.0"
