"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] TitleComparator record1Value","[0] TitleComparator record2Value","[0] TitleComparator record1PreprocessedValue","[0] TitleComparator record2PreprocessedValue","[0] TitleComparator similarity","[0] TitleComparator postproccesedSimilarity","[1] PlatformComparatorAdvanced record1Value","[1] PlatformComparatorAdvanced record2Value","[1] PlatformComparatorAdvanced record1PreprocessedValue","[1] PlatformComparatorAdvanced record2PreprocessedValue","[1] PlatformComparatorAdvanced similarity","[1] PlatformComparatorAdvanced postproccesedSimilarity","[2] DeveloperComparator record1Value","[2] DeveloperComparator record2Value","[2] DeveloperComparator record1PreprocessedValue","[2] DeveloperComparator record2PreprocessedValue","[2] DeveloperComparator similarity","[2] DeveloperComparator postproccesedSimilarity","[3] PubDateComparator record1Value","[3] PubDateComparator record2Value","[3] PubDateComparator record1PreprocessedValue","[3] PubDateComparator record2PreprocessedValue","[3] PubDateComparator similarity","[3] PubDateComparator postproccesedSimilarity"
"LinearCombinationMatchingRule","steam_games_21293","wikidata_21261","0.25",,"Deliverace","Defenders","Deliverace","Defenders","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Skyjaz Games",,"Skyjaz Games",,"0.0","0.0","2018-01-01T00:00","2013-01-01T00:00","2018-01-01T00:00","2013-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_27604","wikidata_5519","0.25",,"Colony","Colonization","Colony","Colonization","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","eugeniy_kh","MicroProse","eugeniy_kh","MicroProse","0.0","0.0","2017-01-01T00:00","1994-01-01T00:00","2017-01-01T00:00","1994-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_35775","wikidata_11871","0.25",,"MilMo","Minesweeper","MilMo","Minesweeper","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Dohi Sweden AB",,"Dohi Sweden AB",,"0.0","0.0","2018-01-01T00:00","1989-01-01T00:00","2018-01-01T00:00","1989-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_39506","wikidata_20695","0.25",,"Spacelair","Spore","Spacelair","Spore","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Espen-André Bodin","Maxis","Espen-André Bodin","Maxis","0.0","0.0","2019-01-01T00:00","2008-01-01T00:00","2019-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_1090","wikidata_34661","0.38247863247863245",,"Fortix","Fotonica","Fortix","Fotonica","0.0","0.0","mac","Linux","mac","Linux","1.0","1.0","Nemesys Games","Santa Ragione","Nemesys Games","Santa Ragione","0.5299145299145299","0.5299145299145299","2010-01-01T00:00","2014-01-01T00:00","2010-01-01T00:00","2014-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_19768","wikidata_22299","0.38125",,"Teria","Terraria","Teria","Terraria","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","ElZzap Software","Re-Logic","ElZzap Software","Re-Logic","0.525","0.525","2017-01-01T00:00","2011-01-01T00:00","2017-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_32111","wikidata_4604","0.25",,"Ratergy","Rappelz","Ratergy","Rappelz","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Jens Bolanz",,"Jens Bolanz",,"0.0","0.0","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_39506","wikidata_20694","0.25",,"Spacelair","Spore","Spacelair","Spore","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Espen-André Bodin","Maxis","Espen-André Bodin","Maxis","0.0","0.0","2019-01-01T00:00","2008-01-01T00:00","2019-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_6463","wikidata_22486","0.3547979797979798",,"Crow","CRYSIS","Crow","CRYSIS","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Sunside Inc","Crytek","Sunside Inc","Crytek","0.41919191919191917","0.41919191919191917","2014-01-01T00:00","2007-01-01T00:00","2014-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_22900","wikidata_27480","0.25",,"Nantucket","Narcissu","Nantucket","Narcissu","0.0","0.0","linux","Linux","linux","Linux","1.0","1.0","Picaresque Studio","stage-nana","Picaresque Studio","stage-nana","0.0","0.0","2018-01-01T00:00","2005-01-01T00:00","2018-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_31875","wikidata_31510","0.25",,"Manaya","Madagascar","Manaya","Madagascar","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Wurrad","Toys for Bob","Wurrad","Toys for Bob","0.0","0.0","2018-01-01T00:00","2005-01-01T00:00","2018-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_22900","wikidata_27481","0.25",,"Nantucket","Narcissu","Nantucket","Narcissu","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Picaresque Studio","stage-nana","Picaresque Studio","stage-nana","0.0","0.0","2018-01-01T00:00","2005-01-01T00:00","2018-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_7159","wikidata_20065","0.3797313797313797",,"ManaCollect","Manhunt","ManaCollect","Manhunt","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Tazigen Clock","Rockstar North","Tazigen Clock","Rockstar North","0.5189255189255189","0.5189255189255189","2015-01-01T00:00","2003-01-01T00:00","2015-01-01T00:00","2003-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_18724","wikidata_22798","0.33134920634920634",,"SugarMill","Superfrog","SugarMill","Superfrog","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Aatlantis Code","Team17","Aatlantis Code","Team17","0.3253968253968254","0.3253968253968254","2016-01-01T00:00","1993-01-01T00:00","2016-01-01T00:00","1993-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_5272","wikidata_10834","0.75",,"6180 the moon","6180 the Moon","6180 the moon","6180 the Moon","1.0","1.0","linux","macOS","linux","macOS","1.0","1.0","Turtle Cream;PokPoong Games",,"Turtle Cream;PokPoong Games",,"0.0","0.0","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_5272","wikidata_10833","0.75",,"6180 the moon","6180 the Moon","6180 the moon","6180 the Moon","1.0","1.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Turtle Cream;PokPoong Games",,"Turtle Cream;PokPoong Games",,"0.0","0.0","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","2014-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_34191","wikidata_24837","0.33333333333333337",,"Delve","DEADBOLT","Delve","DEADBOLT","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","YOUR DEAD Videogame Production","Hopoo Games, LLC","YOUR DEAD Videogame Production","Hopoo Games, LLC","0.0","0.0","2018-01-01T00:00","2016-01-01T00:00","2018-01-01T00:00","2016-01-01T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","steam_games_557","wikidata_35727","0.4166666666666667",,"DeathSpank","Demonbane","DeathSpank","Demonbane","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Hothead Games",,"Hothead Games",,"0.0","0.0","2010-01-01T00:00","2011-01-01T00:00","2010-01-01T00:00","2011-01-01T00:00","0.6666666666666667","0.6666666666666667"
"LinearCombinationMatchingRule","steam_games_10075","wikidata_26706","0.25",,"Prismatica","PRIMAL×HEARTS","Prismatica","PRIMAL×HEARTS","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Loomus Games",,"Loomus Games",,"0.0","0.0","2015-01-01T00:00","","2015-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_22839","wikidata_33061","0.25",,"Gunsmith","Guns'N'Zombies","Gunsmith","Guns'N'Zombies","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Seacorp Technologies","Krealit","Seacorp Technologies","Krealit","0.0","0.0","2018-01-01T00:00","2014-01-01T00:00","2018-01-01T00:00","2014-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_34191","wikidata_24838","0.33333333333333337",,"Delve","DEADBOLT","Delve","DEADBOLT","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","YOUR DEAD Videogame Production","Hopoo Games, LLC","YOUR DEAD Videogame Production","Hopoo Games, LLC","0.0","0.0","2018-01-01T00:00","2016-01-01T00:00","2018-01-01T00:00","2016-01-01T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","steam_games_36677","wikidata_33028","0.5",,"MOMO.EXE","Mothergunship","MOMO.EXE","Mothergunship","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Dymchick1","Grip Games","Dymchick1","Grip Games","0.0","0.0","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_18911","wikidata_16282","0.3310185185185185",,"Biomydra","Bioshock","Biomydra","Bioshock","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Class of 2015-2016","Irrational Games","Class of 2015-2016","Irrational Games","0.32407407407407407","0.32407407407407407","2017-01-01T00:00","2007-01-01T00:00","2017-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_9909","wikidata_32844","0.25",,"Gunpowder","Gunrox","Gunpowder","Gunrox","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Rogue Rocket Games",,"Rogue Rocket Games",,"0.0","0.0","2015-01-01T00:00","2008-01-01T00:00","2015-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_29335","wikidata_27415","0.25",,"SAWKOBAN","Saw","SAWKOBAN","Saw","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Bullid Games","Zombie Studios","Bullid Games","Zombie Studios","0.0","0.0","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_6079","wikidata_20694","0.25",,"Spellcrafter","Spore","Spellcrafter","Spore","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Jujubee S.A.","Maxis","Jujubee S.A.","Maxis","0.0","0.0","2015-01-01T00:00","2008-01-01T00:00","2015-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_14238","wikidata_26200","0.33333333333333337",,"Meld","Metrico","Meld","Metrico","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Axis Games",,"Axis Games",,"0.0","0.0","2016-01-01T00:00","2014-01-01T00:00","2016-01-01T00:00","2014-01-01T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","steam_games_6079","wikidata_20695","0.25",,"Spellcrafter","Spore","Spellcrafter","Spore","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Jujubee S.A.","Maxis","Jujubee S.A.","Maxis","0.0","0.0","2015-01-01T00:00","2008-01-01T00:00","2015-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_14919","wikidata_26854","0.3826884920634921",,"Blaite","BloodRayne","Blaite","BloodRayne","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Dosane Games","Terminal Reality","Dosane Games","Terminal Reality","0.5307539682539683","0.5307539682539683","2017-01-01T00:00","2002-01-01T00:00","2017-01-01T00:00","2002-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_13305","wikidata_4082","0.4151315789473684",,"MechoEcho","MechQuest","MechoEcho","MechQuest","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Resilient Games Ltd.","Artix Entertainment","Resilient Games Ltd.","Artix Entertainment","0.6605263157894736","0.6605263157894736","2016-01-01T00:00","2007-01-01T00:00","2016-01-01T00:00","2007-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_4533","wikidata_6240","0.37058080808080807",,"Braveland","Breakout","Braveland","Breakout","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Tortuga Team","Atari, Inc.","Tortuga Team","Atari, Inc.","0.4823232323232323","0.4823232323232323","2014-01-01T00:00","1976-01-01T00:00","2014-01-01T00:00","1976-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_26248","wikidata_35230","0.37353801169590645",,"Bomsy","Bookworm","Bomsy","Bookworm","0.0","0.0","linux","macOS","linux","macOS","1.0","1.0","SUPERMEGAQUEST INC.","PopCap Games","SUPERMEGAQUEST INC.","PopCap Games","0.49415204678362573","0.49415204678362573","2017-01-01T00:00","2003-01-01T00:00","2017-01-01T00:00","2003-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_8267","wikidata_24094","0.25",,"Niffelheim","NihongoUp","Niffelheim","NihongoUp","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Ellada Games",,"Ellada Games",,"0.0","0.0","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_8267","wikidata_24093","0.25",,"Niffelheim","NihongoUp","Niffelheim","NihongoUp","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Ellada Games",,"Ellada Games",,"0.0","0.0","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_1525","wikidata_26902","0.5",,"Terraria","TERA","Terraria","TERA","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Re-Logic","Namaskar","Re-Logic","Namaskar","0.0","0.0","2011-01-01T00:00","2011-01-01T00:00","2011-01-01T00:00","2011-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_2972","wikidata_26902","0.33333333333333337",,"Teslagrad","TERA","Teslagrad","TERA","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Rain Games","Namaskar","Rain Games","Namaskar","0.0","0.0","2013-01-01T00:00","2011-01-01T00:00","2013-01-01T00:00","2011-01-01T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","steam_games_6501","wikidata_5447","0.25",,"Kalimba","KalOnline","Kalimba","KalOnline","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Press Play",,"Press Play",,"0.0","0.0","2015-01-01T00:00","2004-01-01T00:00","2015-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_15366","wikidata_35793","0.39226628151260506",,"De-Void","Descent","De-Void","Descent","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Pulsetense Games","Parallax Software","Pulsetense Games","Parallax Software","0.5690651260504203","0.5690651260504203","2016-01-01T00:00","1996-01-01T00:00","2016-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_15366","wikidata_35792","0.39226628151260506",,"De-Void","Descent","De-Void","Descent","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Pulsetense Games","Parallax Software","Pulsetense Games","Parallax Software","0.5690651260504203","0.5690651260504203","2016-01-01T00:00","1996-01-01T00:00","2016-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_2893","wikidata_287","0.25",,"Bombernauts","boin","Bombernauts","boin","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Eyebrow Interactive",,"Eyebrow Interactive",,"0.0","0.0","2017-01-01T00:00","2004-01-01T00:00","2017-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_32172","wikidata_4168","0.3926767676767676",,"Questlike","Quakeworld","Questlike","Quakeworld","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Spritewrench","id Software","Spritewrench","id Software","0.5707070707070706","0.5707070707070706","2018-01-01T00:00","1996-01-01T00:00","2018-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_10897","wikidata_32176","0.5",,"Blast-off","Blackroom","Blast-off","Blackroom","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Quad-Games",,"Quad-Games",,"0.0","0.0","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_32172","wikidata_4166","0.3926767676767676",,"Questlike","QuakeWorld","Questlike","QuakeWorld","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Spritewrench","id Software","Spritewrench","id Software","0.5707070707070706","0.5707070707070706","2018-01-01T00:00","1996-01-01T00:00","2018-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_32172","wikidata_4169","0.3926767676767676",,"Questlike","Quakeworld","Questlike","Quakeworld","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Spritewrench","id Software","Spritewrench","id Software","0.5707070707070706","0.5707070707070706","2018-01-01T00:00","1996-01-01T00:00","2018-01-01T00:00","1996-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_6501","wikidata_5448","0.25",,"Kalimba","Kal-Online","Kalimba","Kal-Online","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Press Play",,"Press Play",,"0.0","0.0","2015-01-01T00:00","2004-01-01T00:00","2015-01-01T00:00","2004-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_19130","wikidata_5530","0.35833333333333334",,"Pathway","Pac-Man","Pathway","Pac-Man","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Robotality","Namco","Robotality","Namco","0.43333333333333335","0.43333333333333335","2019-01-01T00:00","1980-01-01T00:00","2019-01-01T00:00","1980-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_28919","wikidata_5876","0.25",,"Tico","TiQal","Tico","TiQal","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","baKno Games",,"baKno Games",,"0.0","0.0","2017-01-01T00:00","2008-01-01T00:00","2017-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_4534","wikidata_6240","0.37058080808080807",,"Braveland","Breakout","Braveland","Breakout","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Tortuga Team","Atari, Inc.","Tortuga Team","Atari, Inc.","0.4823232323232323","0.4823232323232323","2014-01-01T00:00","1976-01-01T00:00","2014-01-01T00:00","1976-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_20354","wikidata_203","0.359006734006734",,"RoboCritters","Roblox","RoboCritters","Roblox","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Curious Dimensions Ltd","Roblox Corporation","Curious Dimensions Ltd","Roblox Corporation","0.436026936026936","0.436026936026936","2017-01-01T00:00","","2017-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_29","wikidata_17340","0.9647058823529412",,"Half-Life 2","Half-Life 2","Half-Life 2","Half-Life 2","1.0","1.0","mac","macOS","mac","macOS","1.0","1.0","Valve","Valve Corporation","Valve","Valve Corporation","0.8588235294117647","0.8588235294117647","2004-01-01T00:00","2004-01-01T00:00","2004-01-01T00:00","2004-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_10897","wikidata_32177","0.5",,"Blast-off","Blackroom","Blast-off","Blackroom","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Quad-Games",,"Quad-Games",,"0.0","0.0","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","2018-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_8678","wikidata_18433","0.25",,"Galacide","Garage","Galacide","Garage","0.0","0.0","linux","Microsoft Windows","linux","Microsoft Windows","1.0","1.0","Puny Human",,"Puny Human",,"0.0","0.0","2015-01-01T00:00","1999-01-01T00:00","2015-01-01T00:00","1999-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_30173","wikidata_27787","0.275",,"Steampunker","Steins;Gate","Steampunker","Steins;Gate","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Telehorse","The Five powered & basics.","Telehorse","The Five powered & basics.","0.1","0.1","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_8200","wikidata_32475","0.3899671052631579",,"GunWorld","GunZ","GunWorld","GunZ","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","m07games","MAIET Entertainment","m07games","MAIET Entertainment","0.5598684210526316","0.5598684210526316","2015-01-01T00:00","2009-01-01T00:00","2015-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_8200","wikidata_32476","0.3899671052631579",,"GunWorld","Gunz","GunWorld","Gunz","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","m07games","MAIET Entertainment","m07games","MAIET Entertainment","0.5598684210526316","0.5598684210526316","2015-01-01T00:00","2009-01-01T00:00","2015-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_34895","wikidata_28145","0.25",,"Round Ways","Rogue Warrior","Round Ways","Rogue Warrior","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Karton Robot","Rebellion Developments","Karton Robot","Rebellion Developments","0.0","0.0","2018-01-01T00:00","2009-01-01T00:00","2018-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_5269","wikidata_24374","0.9833333333333334",,"Dragon Fin Soup","Dragon Fin Soup","Dragon Fin Soup","Dragon Fin Soup","1.0","1.0","windows","macOS","windows","macOS","1.0","1.0","Grimm Bros, LLC","Grimm Bros","Grimm Bros, LLC","Grimm Bros","0.9333333333333333","0.9333333333333333","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","2015-01-01T00:00","1.0","1.0"
"LinearCombinationMatchingRule","steam_games_8366","wikidata_25746","0.36280439595192915",,"Defect","Deadpool","Defect","Deadpool","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Three Phase Interactive Pty Ltd","High Moon Studios","Three Phase Interactive Pty Ltd","High Moon Studios","0.4512175838077166","0.4512175838077166","2016-01-01T00:00","2013-01-01T00:00","2016-01-01T00:00","2013-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_27653","wikidata_2322","0.25",,"Frontiers.io","FreeCol","Frontiers.io","FreeCol","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Frontiers.io",,"Frontiers.io",,"0.0","0.0","2017-01-01T00:00","2009-01-01T00:00","2017-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_24137","wikidata_16963","0.3791144527986633",,"Dreamblaster","DragonFable","Dreamblaster","DragonFable","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Odamir Khaulepi","Artix Entertainment","Odamir Khaulepi","Artix Entertainment","0.5164578111946533","0.5164578111946533","2017-01-01T00:00","2006-01-01T00:00","2017-01-01T00:00","2006-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_27653","wikidata_2321","0.25",,"Frontiers.io","FreeCol","Frontiers.io","FreeCol","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Frontiers.io",,"Frontiers.io",,"0.0","0.0","2017-01-01T00:00","2009-01-01T00:00","2017-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_27022","wikidata_13743","0.4348214285714286",,"Mirrors","Minecraft","Mirrors","Minecraft","0.0","0.0","mac","macOS","mac","macOS","1.0","1.0","Monocool Interactive","Microsoft Corporation","Monocool Interactive","Microsoft Corporation","0.7392857142857143","0.7392857142857143","2017-01-01T00:00","","2017-01-01T00:00","","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_6828","wikidata_36021","0.35665954415954415",,"Eradicator","Eragon","Eradicator","Eragon","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","Accolade, Inc","Stormfront Studios","Accolade, Inc","Stormfront Studios","0.4266381766381766","0.4266381766381766","2014-01-01T00:00","2006-01-01T00:00","2014-01-01T00:00","2006-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_11549","wikidata_1159","0.373015873015873",,"Darknet","Darwinia","Darknet","Darwinia","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","E McNeill","Introversion Software","E McNeill","Introversion Software","0.4920634920634921","0.4920634920634921","2017-01-01T00:00","2005-01-01T00:00","2017-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_10523","wikidata_21261","0.25",,"Deadweight","Defenders","Deadweight","Defenders","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Daniel Kim",,"Daniel Kim",,"0.0","0.0","2016-01-01T00:00","2013-01-01T00:00","2016-01-01T00:00","2013-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_1446","wikidata_28279","0.25",,"Capsized","Carrion","Capsized","Carrion","0.0","0.0","windows","Linux","windows","Linux","1.0","1.0","Alientrap",,"Alientrap",,"0.0","0.0","2011-01-01T00:00","2020-01-01T00:00","2011-01-01T00:00","2020-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_28918","wikidata_5876","0.25",,"Tico","TiQal","Tico","TiQal","0.0","0.0","mac","Microsoft Windows","mac","Microsoft Windows","1.0","1.0","baKno Games",,"baKno Games",,"0.0","0.0","2017-01-01T00:00","2008-01-01T00:00","2017-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"LinearCombinationMatchingRule","steam_games_26797","wikidata_20980","0.45593434343434347",,"Grimrush","Grid","Grimrush","Grid","0.0","0.0","windows","Microsoft Windows","windows","Microsoft Windows","1.0","1.0","Merge Heroes","Codemasters","Merge Heroes","Codemasters","0.4904040404040404","0.4904040404040404","2017-01-01T00:00","2019-01-01T00:00","2017-01-01T00:00","2019-01-01T00:00","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","steam_games_31930","wikidata_32141","0.37405303030303033",,"BlackSimulator","Blackguards","BlackSimulator","Blackguards","0.0","0.0","windows","macOS","windows","macOS","1.0","1.0","Justin Fox Media","Daedalic Entertainment","Justin Fox Media","Daedalic Entertainment","0.49621212121212127","0.49621212121212127","2018-01-01T00:00","2014-01-01T00:00","2018-01-01T00:00","2014-01-01T00:00","0.0","0.0"
