"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] TitleComparator record1Value","[0] TitleComparator record2Value","[0] TitleComparator record1PreprocessedValue","[0] TitleComparator record2PreprocessedValue","[0] TitleComparator similarity","[0] TitleComparator postproccesedSimilarity","[1] PlatformComparatorAdvanced record1Value","[1] PlatformComparatorAdvanced record2Value","[1] PlatformComparatorAdvanced record1PreprocessedValue","[1] PlatformComparatorAdvanced record2PreprocessedValue","[1] PlatformComparatorAdvanced similarity","[1] PlatformComparatorAdvanced postproccesedSimilarity","[2] PublisherComparator record1Value","[2] PublisherComparator record2Value","[2] PublisherComparator record1PreprocessedValue","[2] PublisherComparator record2PreprocessedValue","[2] PublisherComparator similarity","[2] PublisherComparator postproccesedSimilarity","[3] PubDateComparator record1Value","[3] PubDateComparator record2Value","[3] PubDateComparator record1PreprocessedValue","[3] PubDateComparator record2PreprocessedValue","[3] PubDateComparator similarity","[3] PubDateComparator postproccesedSimilarity"
"WekaMatchingRule","wikidata_917","vg_sales_4654","0.946052451226742","1","Zack & Wiki: Quest for Barbaros' Treasure","Zack & Wiki: Quest for Barbaros' Treasure","Zack & Wiki: Quest for Barbaros' Treasure","Zack & Wiki: Quest for Barbaros' Treasure","1.0","1.0","Nintendo Wii","Wii","Nintendo Wii","Wii","1.0","1.0","Capcom","Nintendo","Capcom","Nintendo","0.4305555555555555","0.4305555555555555","2007-01-01T00:00","2007-01-01T00:00","2007-01-01T00:00","2007-01-01T00:00","1.0","1.0"
"WekaMatchingRule","wikidata_22546","vg_sales_9753",,"0","Prince of Persia: The Forgotten Sands","Puzzle Kingdoms","Prince of Persia: The Forgotten Sands","Puzzle Kingdoms","0.0","0.0","PlayStation Portable","Wii","PlayStation Portable","Wii","0.0","0.0","Ubisoft","Zoo Digital Publishing","Ubisoft","Zoo Digital Publishing","0.41053391053391053","0.41053391053391053","2010-01-01T00:00","2009-01-01T00:00","2010-01-01T00:00","2009-01-01T00:00","0.9","0.9"
"WekaMatchingRule","wikidata_191","vg_sales_14633","0.008350581635878982",,"007 : Quitte ou double","1000 Cooking Recipes from ELLE à table","007 : Quitte ou double","1000 Cooking Recipes from ELLE à table","0.0","0.0","PlayStation 2","DS","PlayStation 2","DS","0.0","0.0","Electronic Arts","Nintendo","Electronic Arts","Nintendo","0.4222222222222222","0.4222222222222222","2003-01-01T00:00","2010-01-01T00:00","2003-01-01T00:00","2010-01-01T00:00","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","wikidata_191","vg_sales_7114","0.004290250166656187",,"007 : Quitte ou double","101-in-1 Party Megamix Wii","007 : Quitte ou double","101-in-1 Party Megamix Wii","0.0","0.0","PlayStation 2","Wii","PlayStation 2","Wii","0.0","0.0","Electronic Arts","Nordcurrent","Electronic Arts","Nordcurrent","0.0","0.0","2003-01-01T00:00","2009-01-01T00:00","2003-01-01T00:00","2009-01-01T00:00","0.4","0.4"
"WekaMatchingRule","wikidata_9723","vg_sales_12402","0.008572484691091491",,"007 : Espion pour cible","2 Games in 1: Sonic Pinball Party & Columns Crown","007 : Espion pour cible","2 Games in 1: Sonic Pinball Party & Columns Crown","0.0","0.0","PlayStation 2","GBA","PlayStation 2","GBA","0.0","0.0","Electronic Arts","Sega","Electronic Arts","Sega","0.4388888888888889","0.4388888888888889","2001-01-01T00:00","2005-01-01T00:00","2001-01-01T00:00","2005-01-01T00:00","0.6","0.6"
"WekaMatchingRule","wikidata_35979","vg_sales_14277","0.004290250166656187",,"..and the mooncats",".hack: Sekai no Mukou ni + Versus","..and the mooncats",".hack: Sekai no Mukou ni + Versus","0.0","0.0","Microsoft Windows","PS3","Microsoft Windows","PS3","0.0","0.0",,"Namco Bandai Games",,"Namco Bandai Games","0.0","0.0","2015-01-01T00:00","2012-01-01T00:00","2015-01-01T00:00","2012-01-01T00:00","0.7","0.7"
"WekaMatchingRule","wikidata_9724","vg_sales_2248","0.054215079862723066",,"007 : Espion pour cible","007: The World is not Enough","007 : Espion pour cible","007: The World is not Enough","0.25","0.25","Xbox","PS","Xbox","PS","0.0","0.0","Electronic Arts","Electronic Arts","Electronic Arts","Electronic Arts","1.0","1.0","2001-01-01T00:00","2000-01-01T00:00","2001-01-01T00:00","2000-01-01T00:00","0.9","0.9"
"WekaMatchingRule","wikidata_9724","vg_sales_13891","0.01029817862804106",,"007 : Espion pour cible","100 Classic Games","007 : Espion pour cible","100 Classic Games","0.0","0.0","Xbox","DS","Xbox","DS","0.0","0.0","Electronic Arts","Rondomedia","Electronic Arts","Rondomedia","0.5555555555555555","0.5555555555555555","2001-01-01T00:00","2011-01-01T00:00","2001-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_194","vg_sales_15153","0.01029817862804106",,"007 : Quitte ou double","18 Wheels of Steel: Extreme Trucker","007 : Quitte ou double","18 Wheels of Steel: Extreme Trucker","0.0","0.0","Game Boy Advance","PC","Game Boy Advance","PC","0.0","0.0","Electronic Arts","Rondomedia","Electronic Arts","Rondomedia","0.5555555555555555","0.5555555555555555","2003-01-01T00:00","2009-01-01T00:00","2003-01-01T00:00","2009-01-01T00:00","0.4","0.4"
"WekaMatchingRule","wikidata_9724","vg_sales_11232","0.004290250166656187",,"007 : Espion pour cible","1 vs. 100","007 : Espion pour cible","1 vs. 100","0.0","0.0","Xbox","DS","Xbox","DS","0.0","0.0","Electronic Arts","DSI Games","Electronic Arts","DSI Games","0.0","0.0","2001-01-01T00:00","2008-01-01T00:00","2001-01-01T00:00","2008-01-01T00:00","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","wikidata_4120","vg_sales_1740","0.004290250166656187",,".hack//Quarantine","007: Quantum of Solace",".hack//Quarantine","007: Quantum of Solace","0.0","0.0","PlayStation 2","PS3","PlayStation 2","PS3","0.0","0.0","Bandai Co., Ltd.","Activision","Bandai Co., Ltd.","Activision","0.0","0.0","2003-01-01T00:00","2008-01-01T00:00","2003-01-01T00:00","2008-01-01T00:00","0.5","0.5"
"WekaMatchingRule","wikidata_14154","vg_sales_13112","0.026540576350295494","0","Metal Gear Solid: VR Missions","Metal Max 2 Reloaded","Metal Gear Solid: VR Missions","Metal Max 2 Reloaded","0.25","0.25","PlayStation 3","DS","PlayStation 3","DS","0.0","0.0","Konami","Unknown","Konami","Unknown","0.5317460317460317","0.5317460317460317","1999-01-01T00:00","2011-01-01T00:00","1999-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_193","vg_sales_9319","0.02706623893519078",,"007 : Quitte ou double","007: Quantum of Solace","007 : Quitte ou double","007: Quantum of Solace","0.25","0.25","Nintendo GameCube","DS","Nintendo GameCube","DS","0.0","0.0","Electronic Arts","Activision","Electronic Arts","Activision","0.5444444444444444","0.5444444444444444","2003-01-01T00:00","2008-01-01T00:00","2003-01-01T00:00","2008-01-01T00:00","0.5","0.5"
"WekaMatchingRule","wikidata_9723","vg_sales_11309","0.004290250166656187",,"007 : Espion pour cible","101-in-1 Sports Megamix","007 : Espion pour cible","101-in-1 Sports Megamix","0.0","0.0","PlayStation 2","DS","PlayStation 2","DS","0.0","0.0","Electronic Arts","Nordcurrent","Electronic Arts","Nordcurrent","0.0","0.0","2001-01-01T00:00","2010-01-01T00:00","2001-01-01T00:00","2010-01-01T00:00","0.09999999999999998","0.09999999999999998"
"WekaMatchingRule","wikidata_193","vg_sales_7131","0.009082968057340286",,"007 : Quitte ou double","3rd Super Robot Wars Z Jigoku Hen","007 : Quitte ou double","3rd Super Robot Wars Z Jigoku Hen","0.0","0.0","Nintendo GameCube","PS3","Nintendo GameCube","PS3","0.0","0.0","Electronic Arts","Namco Bandai Games","Electronic Arts","Namco Bandai Games","0.4756613756613757","0.4756613756613757","2003-01-01T00:00","2014-01-01T00:00","2003-01-01T00:00","2014-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_194","vg_sales_8895","0.006957657393980008",,"007 : Quitte ou double","187: Ride or Die","007 : Quitte ou double","187: Ride or Die","0.0","0.0","Game Boy Advance","PS2","Game Boy Advance","PS2","0.0","0.0","Electronic Arts","Ubisoft","Electronic Arts","Ubisoft","0.3063492063492063","0.3063492063492063","2003-01-01T00:00","2005-01-01T00:00","2003-01-01T00:00","2005-01-01T00:00","0.8","0.8"
"WekaMatchingRule","wikidata_9018","vg_sales_7114","0.004290250166656187",,"'98 Kōshien","101-in-1 Party Megamix Wii","'98 Kōshien","101-in-1 Party Megamix Wii","0.0","0.0","PlayStation","Wii","PlayStation","Wii","0.0","0.0",,"Nordcurrent",,"Nordcurrent","0.0","0.0","1998-01-01T00:00","2009-01-01T00:00","1998-01-01T00:00","2009-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_9725","vg_sales_5537","0.008063547842599217",,"007 : Espion pour cible","1001 Touch Games","007 : Espion pour cible","1001 Touch Games","0.0","0.0","Nintendo GameCube","DS","Nintendo GameCube","DS","0.0","0.0","Electronic Arts","Avanquest","Electronic Arts","Avanquest","0.39999999999999997","0.39999999999999997","2001-01-01T00:00","2011-01-01T00:00","2001-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_9725","vg_sales_7711","0.004290250166656187",,"007 : Espion pour cible","101-in-1 Explosive Megamix","007 : Espion pour cible","101-in-1 Explosive Megamix","0.0","0.0","Nintendo GameCube","DS","Nintendo GameCube","DS","0.0","0.0","Electronic Arts","Nordcurrent","Electronic Arts","Nordcurrent","0.0","0.0","2001-01-01T00:00","2008-01-01T00:00","2001-01-01T00:00","2008-01-01T00:00","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","wikidata_16798","vg_sales_13166",,"0","Math Mysteries","Yu-Gi-Oh! GX: Spirit Caller (Japan Sales)","Math Mysteries","Yu-Gi-Oh! GX: Spirit Caller (Japan Sales)","0.0","0.0","Microsoft Windows","DS","Microsoft Windows","DS","0.0","0.0",,"Konami Digital Entertainment",,"Konami Digital Entertainment","0.0","0.0","","2006-01-01T00:00","","2006-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_4120","vg_sales_11413","0.004290250166656187",,".hack//Quarantine","10 Minute Solution",".hack//Quarantine","10 Minute Solution","0.0","0.0","PlayStation 2","Wii","PlayStation 2","Wii","0.0","0.0","Bandai Co., Ltd.","Activision","Bandai Co., Ltd.","Activision","0.0","0.0","2003-01-01T00:00","2010-01-01T00:00","2003-01-01T00:00","2010-01-01T00:00","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","wikidata_9724","vg_sales_14777","0.008572484691091491",,"007 : Espion pour cible","3DS Classic Collection","007 : Espion pour cible","3DS Classic Collection","0.0","0.0","Xbox","3DS","Xbox","3DS","0.0","0.0","Electronic Arts","Sega","Electronic Arts","Sega","0.4388888888888889","0.4388888888888889","2001-01-01T00:00","2016-01-01T00:00","2001-01-01T00:00","2016-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_192","vg_sales_9319","0.02706623893519078",,"007 : Quitte ou double","007: Quantum of Solace","007 : Quitte ou double","007: Quantum of Solace","0.25","0.25","Xbox","DS","Xbox","DS","0.0","0.0","Electronic Arts","Activision","Electronic Arts","Activision","0.5444444444444444","0.5444444444444444","2003-01-01T00:00","2008-01-01T00:00","2003-01-01T00:00","2008-01-01T00:00","0.5","0.5"
"WekaMatchingRule","wikidata_9177","vg_sales_14548","0.004290250166656187",,"(Brothers in Arms (2008","007: Quantum of Solace","(Brothers in Arms (2008","007: Quantum of Solace","0.0","0.0","N-Gage","PC","N-Gage","PC","0.0","0.0","Gameloft","Activision","Gameloft","Activision","0.0","0.0","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","2008-01-01T00:00","1.0","1.0"
"WekaMatchingRule","wikidata_192","vg_sales_14548","0.02706623893519078",,"007 : Quitte ou double","007: Quantum of Solace","007 : Quitte ou double","007: Quantum of Solace","0.25","0.25","Xbox","PC","Xbox","PC","0.0","0.0","Electronic Arts","Activision","Electronic Arts","Activision","0.5444444444444444","0.5444444444444444","2003-01-01T00:00","2008-01-01T00:00","2003-01-01T00:00","2008-01-01T00:00","0.5","0.5"
"WekaMatchingRule","wikidata_35979","vg_sales_14006","0.004290250166656187",,"..and the mooncats","12-Sai. Koisuru Diary","..and the mooncats","12-Sai. Koisuru Diary","0.0","0.0","Microsoft Windows","3DS","Microsoft Windows","3DS","0.0","0.0",,"Happinet",,"Happinet","0.0","0.0","2015-01-01T00:00","2016-01-01T00:00","2015-01-01T00:00","2016-01-01T00:00","0.9","0.9"
"WekaMatchingRule","wikidata_9723","vg_sales_7941","0.009082968057340286",,"007 : Espion pour cible","3rd Super Robot Wars Z: Tengoku-Hen","007 : Espion pour cible","3rd Super Robot Wars Z: Tengoku-Hen","0.0","0.0","PlayStation 2","PSV","PlayStation 2","PSV","0.0","0.0","Electronic Arts","Namco Bandai Games","Electronic Arts","Namco Bandai Games","0.4756613756613757","0.4756613756613757","2001-01-01T00:00","2015-01-01T00:00","2001-01-01T00:00","2015-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_191","vg_sales_2902","0.020631329416566754",,"007 : Quitte ou double","2014 FIFA World Cup Brazil","007 : Quitte ou double","2014 FIFA World Cup Brazil","0.0","0.0","PlayStation 2","PS3","PlayStation 2","PS3","0.0","0.0","Electronic Arts","Electronic Arts","Electronic Arts","Electronic Arts","1.0","1.0","2003-01-01T00:00","2014-01-01T00:00","2003-01-01T00:00","2014-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_9724","vg_sales_7711","0.004290250166656187",,"007 : Espion pour cible","101-in-1 Explosive Megamix","007 : Espion pour cible","101-in-1 Explosive Megamix","0.0","0.0","Xbox","DS","Xbox","DS","0.0","0.0","Electronic Arts","Nordcurrent","Electronic Arts","Nordcurrent","0.0","0.0","2001-01-01T00:00","2008-01-01T00:00","2001-01-01T00:00","2008-01-01T00:00","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","wikidata_193","vg_sales_14006","0.008350581635878982",,"007 : Quitte ou double","12-Sai. Koisuru Diary","007 : Quitte ou double","12-Sai. Koisuru Diary","0.0","0.0","Nintendo GameCube","3DS","Nintendo GameCube","3DS","0.0","0.0","Electronic Arts","Happinet","Electronic Arts","Happinet","0.4222222222222222","0.4222222222222222","2003-01-01T00:00","2016-01-01T00:00","2003-01-01T00:00","2016-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_9724","vg_sales_5537","0.008063547842599217",,"007 : Espion pour cible","1001 Touch Games","007 : Espion pour cible","1001 Touch Games","0.0","0.0","Xbox","DS","Xbox","DS","0.0","0.0","Electronic Arts","Avanquest","Electronic Arts","Avanquest","0.39999999999999997","0.39999999999999997","2001-01-01T00:00","2011-01-01T00:00","2001-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_194","vg_sales_7114","0.004290250166656187",,"007 : Quitte ou double","101-in-1 Party Megamix Wii","007 : Quitte ou double","101-in-1 Party Megamix Wii","0.0","0.0","Game Boy Advance","Wii","Game Boy Advance","Wii","0.0","0.0","Electronic Arts","Nordcurrent","Electronic Arts","Nordcurrent","0.0","0.0","2003-01-01T00:00","2009-01-01T00:00","2003-01-01T00:00","2009-01-01T00:00","0.4","0.4"
"WekaMatchingRule","wikidata_193","vg_sales_8430","0.012367507929167916",,"007 : Quitte ou double","25 to Life","007 : Quitte ou double","25 to Life","0.0","0.0","Nintendo GameCube","XB","Nintendo GameCube","XB","0.0","0.0","Electronic Arts","Eidos Interactive","Electronic Arts","Eidos Interactive","0.6722519310754604","0.6722519310754604","2003-01-01T00:00","2006-01-01T00:00","2003-01-01T00:00","2006-01-01T00:00","0.7","0.7"
"WekaMatchingRule","wikidata_9018","vg_sales_13891","0.004290250166656187",,"'98 Kōshien","100 Classic Games","'98 Kōshien","100 Classic Games","0.0","0.0","PlayStation","DS","PlayStation","DS","0.0","0.0",,"Rondomedia",,"Rondomedia","0.0","0.0","1998-01-01T00:00","2011-01-01T00:00","1998-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_9725","vg_sales_7941","0.009082968057340286",,"007 : Espion pour cible","3rd Super Robot Wars Z: Tengoku-Hen","007 : Espion pour cible","3rd Super Robot Wars Z: Tengoku-Hen","0.0","0.0","Nintendo GameCube","PSV","Nintendo GameCube","PSV","0.0","0.0","Electronic Arts","Namco Bandai Games","Electronic Arts","Namco Bandai Games","0.4756613756613757","0.4756613756613757","2001-01-01T00:00","2015-01-01T00:00","2001-01-01T00:00","2015-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_191","vg_sales_7131","0.009082968057340286",,"007 : Quitte ou double","3rd Super Robot Wars Z Jigoku Hen","007 : Quitte ou double","3rd Super Robot Wars Z Jigoku Hen","0.0","0.0","PlayStation 2","PS3","PlayStation 2","PS3","0.0","0.0","Electronic Arts","Namco Bandai Games","Electronic Arts","Namco Bandai Games","0.4756613756613757","0.4756613756613757","2003-01-01T00:00","2014-01-01T00:00","2003-01-01T00:00","2014-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_9724","vg_sales_12586","0.008063547842599217",,"007 : Espion pour cible","3D Lemmings","007 : Espion pour cible","3D Lemmings","0.0","0.0","Xbox","PS","Xbox","PS","0.0","0.0","Electronic Arts","Psygnosis","Electronic Arts","Psygnosis","0.39999999999999997","0.39999999999999997","2001-01-01T00:00","1995-01-01T00:00","2001-01-01T00:00","1995-01-01T00:00","0.4","0.4"
"WekaMatchingRule","wikidata_29999","vg_sales_14548","0.25301986201350407",,"#SelfieTennis","007: Quantum of Solace","#SelfieTennis","007: Quantum of Solace","0.0","0.0","Microsoft Windows","PC","Microsoft Windows","PC","1.0","1.0","Devolver Digital","Activision","Devolver Digital","Activision","0.4666666666666666","0.4666666666666666","2016-01-01T00:00","2008-01-01T00:00","2016-01-01T00:00","2008-01-01T00:00","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","wikidata_35979","vg_sales_5537","0.004290250166656187",,"..and the mooncats","1001 Touch Games","..and the mooncats","1001 Touch Games","0.0","0.0","Microsoft Windows","DS","Microsoft Windows","DS","0.0","0.0",,"Avanquest",,"Avanquest","0.0","0.0","2015-01-01T00:00","2011-01-01T00:00","2015-01-01T00:00","2011-01-01T00:00","0.6","0.6"
"WekaMatchingRule","wikidata_9018","vg_sales_11232","0.004290250166656187",,"'98 Kōshien","1 vs. 100","'98 Kōshien","1 vs. 100","0.0","0.0","PlayStation","DS","PlayStation","DS","0.0","0.0",,"DSI Games",,"DSI Games","0.0","0.0","1998-01-01T00:00","2008-01-01T00:00","1998-01-01T00:00","2008-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_191","vg_sales_9319","0.02706623893519078",,"007 : Quitte ou double","007: Quantum of Solace","007 : Quitte ou double","007: Quantum of Solace","0.25","0.25","PlayStation 2","DS","PlayStation 2","DS","0.0","0.0","Electronic Arts","Activision","Electronic Arts","Activision","0.5444444444444444","0.5444444444444444","2003-01-01T00:00","2008-01-01T00:00","2003-01-01T00:00","2008-01-01T00:00","0.5","0.5"
"WekaMatchingRule","wikidata_4120","vg_sales_8358","0.7541421898268612",,".hack//Quarantine",".hack//G.U. Vol.1//Rebirth",".hack//Quarantine",".hack//G.U. Vol.1//Rebirth","0.5","0.5","PlayStation 2","PS2","PlayStation 2","PS2","1.0","1.0","Bandai Co., Ltd.","Namco Bandai Games","Bandai Co., Ltd.","Namco Bandai Games","0.5935185185185184","0.5935185185185184","2003-01-01T00:00","2006-01-01T00:00","2003-01-01T00:00","2006-01-01T00:00","0.7","0.7"
"WekaMatchingRule","wikidata_35979","vg_sales_7711","0.004290250166656187",,"..and the mooncats","101-in-1 Explosive Megamix","..and the mooncats","101-in-1 Explosive Megamix","0.0","0.0","Microsoft Windows","DS","Microsoft Windows","DS","0.0","0.0",,"Nordcurrent",,"Nordcurrent","0.0","0.0","2015-01-01T00:00","2008-01-01T00:00","2015-01-01T00:00","2008-01-01T00:00","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","wikidata_29999","vg_sales_13691","0.008955385099623441",,"#SelfieTennis","12Riven: The Psi-Climinal of Integral","#SelfieTennis","12Riven: The Psi-Climinal of Integral","0.0","0.0","Microsoft Windows","PS2","Microsoft Windows","PS2","0.0","0.0","Devolver Digital","CyberFront","Devolver Digital","CyberFront","0.4666666666666666","0.4666666666666666","2016-01-01T00:00","2008-01-01T00:00","2016-01-01T00:00","2008-01-01T00:00","0.19999999999999996","0.19999999999999996"
"WekaMatchingRule","wikidata_9725","vg_sales_11056","0.010119999179132299",,"007 : Espion pour cible","2-in-1 Game Pack: Spider-Man & Spider-Man 2","007 : Espion pour cible","2-in-1 Game Pack: Spider-Man & Spider-Man 2","0.0","0.0","Nintendo GameCube","GBA","Nintendo GameCube","GBA","0.0","0.0","Electronic Arts","Activision","Electronic Arts","Activision","0.5444444444444444","0.5444444444444444","2001-01-01T00:00","2005-01-01T00:00","2001-01-01T00:00","2005-01-01T00:00","0.6","0.6"
"WekaMatchingRule","wikidata_9018","vg_sales_2902","0.004290250166656187",,"'98 Kōshien","2014 FIFA World Cup Brazil","'98 Kōshien","2014 FIFA World Cup Brazil","0.0","0.0","PlayStation","PS3","PlayStation","PS3","0.0","0.0",,"Electronic Arts",,"Electronic Arts","0.0","0.0","1998-01-01T00:00","2014-01-01T00:00","1998-01-01T00:00","2014-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_29999","vg_sales_8358","0.008838768793573936",,"#SelfieTennis",".hack//G.U. Vol.1//Rebirth","#SelfieTennis",".hack//G.U. Vol.1//Rebirth","0.0","0.0","Microsoft Windows","PS2","Microsoft Windows","PS2","0.0","0.0","Devolver Digital","Namco Bandai Games","Devolver Digital","Namco Bandai Games","0.4583333333333333","0.4583333333333333","2016-01-01T00:00","2006-01-01T00:00","2016-01-01T00:00","2006-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_9723","vg_sales_5537","0.008063547842599217",,"007 : Espion pour cible","1001 Touch Games","007 : Espion pour cible","1001 Touch Games","0.0","0.0","PlayStation 2","DS","PlayStation 2","DS","0.0","0.0","Electronic Arts","Avanquest","Electronic Arts","Avanquest","0.39999999999999997","0.39999999999999997","2001-01-01T00:00","2011-01-01T00:00","2001-01-01T00:00","2011-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_9724","vg_sales_7941","0.009082968057340286",,"007 : Espion pour cible","3rd Super Robot Wars Z: Tengoku-Hen","007 : Espion pour cible","3rd Super Robot Wars Z: Tengoku-Hen","0.0","0.0","Xbox","PSV","Xbox","PSV","0.0","0.0","Electronic Arts","Namco Bandai Games","Electronic Arts","Namco Bandai Games","0.4756613756613757","0.4756613756613757","2001-01-01T00:00","2015-01-01T00:00","2001-01-01T00:00","2015-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_32364","vg_sales_3125","0.9735381026616237","1","Disney Sing It: Party Hits","Disney Sing It: Party Hits","Disney Sing It: Party Hits","Disney Sing It: Party Hits","1.0","1.0","Nintendo Wii","Wii","Nintendo Wii","Wii","1.0","1.0","Disney Interactive","Disney Interactive Studios","Disney Interactive","Disney Interactive Studios","0.8974358974358975","0.8974358974358975","2010-01-01T00:00","2010-01-01T00:00","2010-01-01T00:00","2010-01-01T00:00","1.0","1.0"
"WekaMatchingRule","wikidata_193","vg_sales_7114","0.004290250166656187",,"007 : Quitte ou double","101-in-1 Party Megamix Wii","007 : Quitte ou double","101-in-1 Party Megamix Wii","0.0","0.0","Nintendo GameCube","Wii","Nintendo GameCube","Wii","0.0","0.0","Electronic Arts","Nordcurrent","Electronic Arts","Nordcurrent","0.0","0.0","2003-01-01T00:00","2009-01-01T00:00","2003-01-01T00:00","2009-01-01T00:00","0.4","0.4"
"WekaMatchingRule","wikidata_191","vg_sales_14621","0.004290250166656187",,"007 : Quitte ou double","101-in-1 Sports Party Megamix","007 : Quitte ou double","101-in-1 Sports Party Megamix","0.0","0.0","PlayStation 2","Wii","PlayStation 2","Wii","0.0","0.0","Electronic Arts","Nordcurrent","Electronic Arts","Nordcurrent","0.0","0.0","2003-01-01T00:00","2010-01-01T00:00","2003-01-01T00:00","2010-01-01T00:00","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","wikidata_194","vg_sales_8430","0.012367507929167916",,"007 : Quitte ou double","25 to Life","007 : Quitte ou double","25 to Life","0.0","0.0","Game Boy Advance","XB","Game Boy Advance","XB","0.0","0.0","Electronic Arts","Eidos Interactive","Electronic Arts","Eidos Interactive","0.6722519310754604","0.6722519310754604","2003-01-01T00:00","2006-01-01T00:00","2003-01-01T00:00","2006-01-01T00:00","0.7","0.7"
"WekaMatchingRule","wikidata_9723","vg_sales_7711","0.004290250166656187",,"007 : Espion pour cible","101-in-1 Explosive Megamix","007 : Espion pour cible","101-in-1 Explosive Megamix","0.0","0.0","PlayStation 2","DS","PlayStation 2","DS","0.0","0.0","Electronic Arts","Nordcurrent","Electronic Arts","Nordcurrent","0.0","0.0","2001-01-01T00:00","2008-01-01T00:00","2001-01-01T00:00","2008-01-01T00:00","0.30000000000000004","0.30000000000000004"
"WekaMatchingRule","wikidata_35979","vg_sales_13891","0.004290250166656187",,"..and the mooncats","100 Classic Games","..and the mooncats","100 Classic Games","0.0","0.0","Microsoft Windows","DS","Microsoft Windows","DS","0.0","0.0",,"Rondomedia",,"Rondomedia","0.0","0.0","2015-01-01T00:00","2011-01-01T00:00","2015-01-01T00:00","2011-01-01T00:00","0.6","0.6"
"WekaMatchingRule","wikidata_191","vg_sales_7941","0.009082968057340286",,"007 : Quitte ou double","3rd Super Robot Wars Z: Tengoku-Hen","007 : Quitte ou double","3rd Super Robot Wars Z: Tengoku-Hen","0.0","0.0","PlayStation 2","PSV","PlayStation 2","PSV","0.0","0.0","Electronic Arts","Namco Bandai Games","Electronic Arts","Namco Bandai Games","0.4756613756613757","0.4756613756613757","2003-01-01T00:00","2015-01-01T00:00","2003-01-01T00:00","2015-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_29999","vg_sales_4312","0.004290250166656187",,"#SelfieTennis","2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild","#SelfieTennis","2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild","0.0","0.0","Microsoft Windows","GBA","Microsoft Windows","GBA","0.0","0.0","Devolver Digital","THQ","Devolver Digital","THQ","0.0","0.0","2016-01-01T00:00","2005-01-01T00:00","2016-01-01T00:00","2005-01-01T00:00","0.0","0.0"
"WekaMatchingRule","wikidata_9018","vg_sales_421","0.1390531134293811",,"'98 Kōshien","007: Tomorrow Never Dies","'98 Kōshien","007: Tomorrow Never Dies","0.0","0.0","PlayStation","PS","PlayStation","PS","1.0","1.0",,"Electronic Arts",,"Electronic Arts","0.0","0.0","1998-01-01T00:00","1999-01-01T00:00","1998-01-01T00:00","1999-01-01T00:00","0.9","0.9"
"WekaMatchingRule","wikidata_35979","vg_sales_11232","0.004290250166656187",,"..and the mooncats","1 vs. 100","..and the mooncats","1 vs. 100","0.0","0.0","Microsoft Windows","DS","Microsoft Windows","DS","0.0","0.0",,"DSI Games",,"DSI Games","0.0","0.0","2015-01-01T00:00","2008-01-01T00:00","2015-01-01T00:00","2008-01-01T00:00","0.30000000000000004","0.30000000000000004"
