vg_sales_8101+wikidata_2505+wikidata_35292,0.0
vg_sales_11887+wikidata_32567,0.0
wikidata_2076+wikidata_895+vg_sales_2510,0.0
vg_sales_4273+wikidata_897,0.0
vg_sales_8302+wikidata_8375,0.0
vg_sales_1556+wikidata_16409,0.0
wikidata_16441+vg_sales_817,0.0
steam_games_3499+wikidata_16758,0.0
wikidata_28636+wikidata_32154+wikidata_13616+steam_games_1061,0.0
wikidata_11094+vg_sales_4625,0.0
wikidata_31268+vg_sales_1248,0.0
vg_sales_15481+wikidata_31660+wikidata_31653+wikidata_31674+wikidata_31632+wikidata_31646+wikidata_25902,0.0
vg_sales_2939+wikidata_33300,0.0
vg_sales_634+wikidata_28488,0.0
wikidata_1947+vg_sales_5051,0.0
wikidata_31627+vg_sales_4061+wikidata_31662+wikidata_25904+wikidata_31655+wikidata_31634+wikidata_31648,0.0
vg_sales_10941+wikidata_30242,0.0
wikidata_4240+vg_sales_13435,0.0
wikidata_21920+vg_sales_7083,0.0
vg_sales_6908+wikidata_6085,0.0
wikidata_17189+vg_sales_6822,0.0
wikidata_1727+vg_sales_4366,0.0
wikidata_2029+vg_sales_2976,0.0
wikidata_31638+wikidata_25908+wikidata_31631+wikidata_31652+wikidata_31666+vg_sales_4702+wikidata_31659,0.0
vg_sales_7654+wikidata_18776,0.0
vg_sales_3209+wikidata_18778,0.0
vg_sales_4045+wikidata_29601,0.0
vg_sales_4219+wikidata_21962,0.0
wikidata_31651+vg_sales_4355,0.0
vg_sales_1494+wikidata_21941,0.0
vg_sales_15971+wikidata_23921,0.0
vg_sales_13789+wikidata_17737,0.0
vg_sales_5381+wikidata_26527,0.0
wikidata_29920+vg_sales_3028+vg_sales_14951,0.0
vg_sales_6832+wikidata_17184,0.0
wikidata_32629+vg_sales_11314,0.0
vg_sales_12012+wikidata_12617,0.0
steam_games_10235+wikidata_26913,0.0
vg_sales_9315+steam_games_873,0.0
vg_sales_12630+wikidata_11081,0.0
wikidata_32977+vg_sales_10406,0.0
wikidata_2154+vg_sales_3975,0.0
vg_sales_12105+wikidata_15340,0.0
wikidata_30527+wikidata_30528+vg_sales_895+wikidata_30529,0.0
steam_games_10236+wikidata_26911,0.0
vg_sales_277+wikidata_14934,0.0
vg_sales_12146+wikidata_31752+wikidata_31745,0.0
wikidata_7131+vg_sales_8139,0.0
wikidata_31749+wikidata_31742+vg_sales_9639,0.0
wikidata_14094+vg_sales_13526+wikidata_14091,0.0
vg_sales_1193+wikidata_30653+wikidata_30654,0.0
vg_sales_7489+wikidata_28487,0.0
wikidata_31750+wikidata_31743+vg_sales_8329,0.0
steam_games_20642+wikidata_19928,0.0
wikidata_18276+vg_sales_1198,0.0
wikidata_32552+vg_sales_4041+wikidata_26660,0.0
vg_sales_3131+wikidata_12150,0.0
vg_sales_6620+wikidata_896,0.0
wikidata_12453+vg_sales_4059,0.0
wikidata_28557+wikidata_28566+wikidata_28544+vg_sales_789+wikidata_28542+wikidata_28520+wikidata_28587+wikidata_28576+wikidata_28561+wikidata_28495+wikidata_28507,0.0
vg_sales_10196+wikidata_25999,0.0
vg_sales_10214+wikidata_2465,0.0
steam_games_30793+wikidata_26533,0.0
vg_sales_8156+wikidata_26658,0.0
wikidata_28699+vg_sales_979,0.0
wikidata_16779+steam_games_18109,0.0
wikidata_31629+wikidata_31650+wikidata_31664+wikidata_25906+vg_sales_3217+wikidata_31657+wikidata_31636,0.0
vg_sales_6377+wikidata_23686,0.0
vg_sales_11885+wikidata_32566,0.0
wikidata_17342+vg_sales_80,0.0
wikidata_22629+vg_sales_4800,0.0
wikidata_25752+vg_sales_5725+wikidata_2810,0.0
steam_games_28646+steam_games_28645+wikidata_21987+wikidata_21988,0.0
vg_sales_6085+wikidata_3941,0.0
vg_sales_4727+wikidata_899,0.0
vg_sales_7421+wikidata_23923,0.0
wikidata_26844+vg_sales_4695,0.0
vg_sales_210+wikidata_16487+wikidata_16485+wikidata_16483+wikidata_16482,0.0
wikidata_1807+vg_sales_1482,0.0
wikidata_12451+vg_sales_12418,0.0
vg_sales_3545+wikidata_23974,0.0
wikidata_35322+vg_sales_9781,0.0
wikidata_4819+vg_sales_1067,0.0
wikidata_33254+vg_sales_14945,0.0
wikidata_17735+vg_sales_14175,0.0
steam_games_1075+vg_sales_15829,0.0
vg_sales_4044+wikidata_31661+wikidata_31675+wikidata_25903+wikidata_31633+wikidata_31654+wikidata_31647,0.0
wikidata_13366+steam_games_22428,0.0
vg_sales_6344+wikidata_12921,0.0
vg_sales_2708+wikidata_21945,0.0
wikidata_33908+vg_sales_9673,0.0
vg_sales_13829+wikidata_18312,0.0
vg_sales_1592+wikidata_1936,0.0
wikidata_28637+vg_sales_35,0.0
vg_sales_16394+wikidata_12449,0.0
vg_sales_8980+wikidata_31388,0.0
wikidata_25996+vg_sales_6144+wikidata_35756,0.0
wikidata_23922+vg_sales_6754,0.0
vg_sales_2680+wikidata_18521,0.0
vg_sales_9554+wikidata_31620+vg_sales_6777+wikidata_31755,0.0
vg_sales_1815+wikidata_16435+wikidata_16443+wikidata_16441+wikidata_16429+vg_sales_817,0.0
vg_sales_3725+wikidata_3688,0.0
vg_sales_5927+wikidata_22630,0.0
vg_sales_1140+wikidata_1754,0.0
vg_sales_10330+wikidata_31754+wikidata_31747,0.0
wikidata_31618+vg_sales_3912,0.0
wikidata_24698+vg_sales_11306,0.0
wikidata_31263+vg_sales_2576,0.0
wikidata_12452+vg_sales_9263,0.0
wikidata_8019+vg_sales_16596,0.0
wikidata_15520+vg_sales_11421,0.0
vg_sales_36+wikidata_28638,0.0
vg_sales_2166+wikidata_21913,0.0
wikidata_21951+vg_sales_3477,0.0
wikidata_22612+vg_sales_2413,0.0
vg_sales_13938+wikidata_30376,0.0
vg_sales_6062+wikidata_30885+vg_sales_4427,0.0
wikidata_28986+steam_games_1680,0.0
wikidata_24694+steam_games_5825,0.0
wikidata_8018+vg_sales_10621,0.0
steam_games_20641+wikidata_19927,0.0
wikidata_21492+wikidata_2962+steam_games_2526,0.0
wikidata_22631+vg_sales_4926,0.0
wikidata_12450+vg_sales_8040,0.0
vg_sales_1350+wikidata_22749,0.0
wikidata_31400+steam_games_2757,0.0
wikidata_2808+wikidata_13179+wikidata_25750+vg_sales_407,0.0
vg_sales_8690+wikidata_30246,0.0
wikidata_35576+steam_games_198,0.0
wikidata_16346+vg_sales_13103+vg_sales_917,0.0
wikidata_30243+vg_sales_7093,0.0
wikidata_26012+vg_sales_7710,0.0
wikidata_32565+vg_sales_8669,0.0
vg_sales_13380+wikidata_33546,0.0
wikidata_3923+vg_sales_5139,0.0
vg_sales_6023+wikidata_9337+vg_sales_9857,0.0
wikidata_8477+wikidata_8481+vg_sales_8249,0.0
vg_sales_1390+wikidata_7132,0.0
wikidata_30096+vg_sales_768,0.0
wikidata_7133+vg_sales_2992,0.0
vg_sales_2106+wikidata_17968,0.0
vg_sales_6777+wikidata_31755,0.0
wikidata_2809+wikidata_25751+vg_sales_1610,0.0
wikidata_16058+vg_sales_2958,0.0
wikidata_1725+vg_sales_1782,0.0
wikidata_18279+vg_sales_1117,0.0
wikidata_24697+vg_sales_5483,0.0
wikidata_10536+vg_sales_6566,0.0
vg_sales_1987+wikidata_1726,0.0
wikidata_19883+steam_games_2613,0.0
wikidata_1804+vg_sales_2682,0.0
vg_sales_12458+wikidata_32626,0.0
wikidata_1941+vg_sales_693,0.0
wikidata_14257+vg_sales_13154,0.0
vg_sales_1703+wikidata_16770,0.0
wikidata_25998+vg_sales_5435,0.0
steam_games_815+vg_sales_15849,0.0
wikidata_900+vg_sales_4656,0.0
wikidata_8297+vg_sales_11470,0.0
wikidata_34240+vg_sales_1331+vg_sales_1135,0.0
wikidata_35757+wikidata_26000+vg_sales_3962,0.0
vg_sales_751+wikidata_1733,0.0
steam_games_10234+wikidata_26912,0.0
wikidata_31628+wikidata_31649+wikidata_31663+wikidata_25905+vg_sales_2919+wikidata_31635+wikidata_31656,0.0
vg_sales_10993+wikidata_1447,0.0
wikidata_31619+vg_sales_3464,0.0
vg_sales_269+wikidata_13944,0.0
wikidata_19373+vg_sales_9484,0.0
wikidata_8020+vg_sales_11724,0.0
wikidata_31616+vg_sales_16502,0.0
vg_sales_4838+wikidata_898,0.0
vg_sales_6175+wikidata_18522,0.0
vg_sales_12502+wikidata_18777,0.0
vg_sales_2827+wikidata_25753+wikidata_2811,0.0
wikidata_30046+vg_sales_13841,0.0
vg_sales_1691+wikidata_17970,0.0
steam_games_2807+wikidata_5800,0.0
wikidata_16393+vg_sales_1179,0.0
wikidata_540+wikidata_1096+wikidata_1102+wikidata_1099+wikidata_1105+wikidata_533+vg_sales_7988,0.0
wikidata_6285+wikidata_6658+vg_sales_13515,0.0
vg_sales_347+wikidata_1887,0.0
vg_sales_10169+wikidata_33545,0.0
wikidata_26159+wikidata_25907+wikidata_31651+wikidata_31763+wikidata_31630+wikidata_31665+vg_sales_5444+vg_sales_4355+wikidata_31637+wikidata_31658,0.0
wikidata_36029+vg_sales_4842,0.0
wikidata_31377+vg_sales_5555,0.0
wikidata_19906+steam_games_11453,0.0
vg_sales_5772+vg_sales_1528+wikidata_21940,0.0
wikidata_27028+vg_sales_8480,0.0
wikidata_33751+steam_games_15411,0.0
wikidata_25314+vg_sales_4489,0.0
vg_sales_14561+wikidata_26220,0.0
vg_sales_7385+wikidata_31753+wikidata_31746,0.0
wikidata_31751+vg_sales_12183+wikidata_31744,0.0
wikidata_26566+vg_sales_7458,0.0
vg_sales_10773+wikidata_24691,0.0
steam_games_17829+wikidata_25176+steam_games_9058,0.0
wikidata_28639+vg_sales_4555,0.0
wikidata_30608+vg_sales_172,0.0
vg_sales_14248+wikidata_30108,0.0
steam_games_13869+wikidata_35510,0.0
vg_sales_14662+wikidata_32632,0.0
wikidata_4820+vg_sales_1029,0.0
steam_games_21175+wikidata_28450,0.0
wikidata_22910+vg_sales_8050+vg_sales_3909,0.0
wikidata_25962+vg_sales_4255+wikidata_31740+wikidata_31710+wikidata_31720+wikidata_31725+wikidata_31735,0.0
vg_sales_9675+wikidata_8021,0.0
vg_sales_895+vg_sales_924+wikidata_30527+wikidata_30528+wikidata_28678+wikidata_28689+wikidata_30529+wikidata_28687+wikidata_28677+wikidata_28683+wikidata_28684+wikidata_28681+wikidata_28682+wikidata_28680,0.14285714285714285
wikidata_28559+vg_sales_6279+wikidata_28525+wikidata_28575+wikidata_28586+wikidata_28532+wikidata_28565+wikidata_28541+wikidata_28494+wikidata_28519+wikidata_28506,0.18181818181818182
wikidata_28538+wikidata_28546+wikidata_28502+wikidata_28514+wikidata_28500+wikidata_28589+wikidata_28550+wikidata_28580+wikidata_28570+vg_sales_253+wikidata_28529,0.18181818181818182
wikidata_28527+wikidata_28513+wikidata_28579+wikidata_28569+wikidata_28555+wikidata_28523+wikidata_28498+wikidata_28510+wikidata_28499+vg_sales_5901+wikidata_28581,0.18181818181818182
wikidata_28505+wikidata_28535+wikidata_28524+wikidata_28564+wikidata_28531+wikidata_28540+wikidata_28585+vg_sales_2006+wikidata_28574+wikidata_28493+wikidata_28518,0.18181818181818182
vg_sales_1628+wikidata_15579+wikidata_15547+wikidata_15555+wikidata_15575+wikidata_15543+wikidata_15551+wikidata_15563+wikidata_15585+wikidata_15571+wikidata_15559,0.18181818181818182
wikidata_28536+wikidata_28511+wikidata_28577+wikidata_28588+wikidata_28567+wikidata_28545+wikidata_28554+wikidata_28521+wikidata_28496+vg_sales_3586+wikidata_28508,0.18181818181818182
wikidata_28504+wikidata_28534+wikidata_28553+wikidata_28543+wikidata_28573+wikidata_28584+wikidata_28563+wikidata_28492+wikidata_28539+wikidata_28517+vg_sales_1531,0.18181818181818182
wikidata_15568+wikidata_15544+wikidata_15556+wikidata_15576+vg_sales_8187+wikidata_15540+wikidata_15552+wikidata_15560+wikidata_15582+wikidata_15572+wikidata_15548,0.18181818181818182
wikidata_15557+wikidata_15569+wikidata_15577+wikidata_15545+vg_sales_358+wikidata_15553+wikidata_15573+wikidata_15541+wikidata_15583+wikidata_15561+wikidata_15549,0.18181818181818182
wikidata_15546+wikidata_15558+wikidata_15578+wikidata_15542+wikidata_15554+wikidata_15584+wikidata_15562+wikidata_15574+wikidata_15550+wikidata_15570+vg_sales_1089,0.18181818181818182
